content,score,Label,text_clean
"Kalau mau upgrade Memang wajib banget registrasi bank jago gitu? Jangan maksain investor dong. Hak kita pakai rekening bank yg kita percaya. Ini suatu kemunduran loh, menghambat kemudahan investasi.",1,Negatif,kalau mau upgrade memang wajib banget registrasi bank jago gitu jangan maksain investor dong hak kita pakai rekening bank yg kita percaya ini suatu kemunduran loh menghambat kemudahan investasi
sangat mantap dan sangat membantu bagi pemula smoga aplikasi bibit ini semakin sukses kedepannya,5,Positif,sangat mantap dan sangat membantu bagi pemula smoga aplikasi bibit ini semakin sukses kedepannya
"CS nya lemot skrng bibit, ga kaya dulu pas butuh bantuan gercep, skrng mh buat bales 1 chat aja butuh 10-15 menit .. Haduuh",1,Negatif,cs nya lemot skrng bibit ga kaya dulu pas butuh bantuan gercep skrng mh buat bales  chat aja butuh  menit  haduuh
"Aplikasi investasi di bibit sangat paling manfaat untuk bagi pemula, dan saya suka di aplikasi bibit, bila kita kurang tau bangaimana caranya, langsung di respon, dgn cepat dan baik. Dan sangat menguntungkan ,bagi semua orang terimakasih.",5,Positif,aplikasi investasi di bibit sangat paling manfaat untuk bagi pemula dan saya suka di aplikasi bibit bila kita kurang tau bangaimana caranya langsung di respon dgn cepat dan baik dan sangat menguntungkan bagi semua orang terimakasih
habis di update malah lelet bangeeettt.... Tolong dong respon admin... saya sudah email juga,1,Negatif,habis di update malah lelet bangeeettt tolong dong respon admin saya sudah email juga
"Pencairan dana 7 hari kerja, seharusnya bibit membuat pencairan dana yang jauh lebih cepat maksimal 30 hari kerja atau 365 hari kerja,sangat cepat,top up sat set penarikan dana ngarett kecewa lah pokoknya",1,Negatif,pencairan dana  hari kerja seharusnya bibit membuat pencairan dana yang jauh lebih cepat maksimal  hari kerja atau  hari kerjasangat cepattop up sat set penarikan dana ngarett kecewa lah pokoknya
"beli Reksadana & obligasi jadi mudah banget, edukasi nya juga bikin pintar nasabah",5,Positif,beli reksadana  obligasi jadi mudah banget edukasi nya juga bikin pintar nasabah
aplikasi bgus buat menabung dan memahami berinvestasi,5,Positif,aplikasi bgus buat menabung dan memahami berinvestasi
"apk nya mantp buat nabung jangka panjang , paling TOP √",4,Positif,apk nya mantp buat nabung jangka panjang  paling top 
"Apk tidak bisa membuka semua data,loading terus tidak bisa terbaca",1,Negatif,apk tidak bisa membuka semua dataloading terus tidak bisa terbaca
bagus utk investasi jangka panjang dan pendek,5,Positif,bagus utk investasi jangka panjang dan pendek
"Aplikasi bibit sangat berkualitas dan canggih, cocok buat investasi pemula.",5,Positif,aplikasi bibit sangat berkualitas dan canggih cocok buat investasi pemula
Upgrade ke bibitplus. Kukira ada peningkatan luar biasa. Ternyata nambah rekening bank jago dan rdn bank jago..😑 daripada berusaha keras mengarahkan orang ke bank jago. Lebih baik tunjukkan kelebihan istimewanya daripada bank lain di aplikasi bibit.,1,Negatif,upgrade ke bibitplus kukira ada peningkatan luar biasa ternyata nambah rekening bank jago dan rdn bank jago daripada berusaha keras mengarahkan orang ke bank jago lebih baik tunjukkan kelebihan istimewanya daripada bank lain di aplikasi bibit
cukup baguss meskipun UI nya kurang greget,5,Positif,cukup baguss meskipun ui nya kurang greget
"Kita bisa karena terbiasa, ayo semua berinvestasi di bibit dengan kode referral ""pintarbanget"" kamu bisa dapat Cashback.. hingga 100rb lohh..... cepet jangan tunggu lagi mulai aja dulu yuk !!",5,Positif,kita bisa karena terbiasa ayo semua berinvestasi di bibit dengan kode referral pintarbanget kamu bisa dapat cashback hingga rb lohh cepet jangan tunggu lagi mulai aja dulu yuk 
Joss tenan..! Jadi bisa belajar dan nabung investasi maju terus bersama Bibit,5,Positif,joss tenan jadi bisa belajar dan nabung investasi maju terus bersama bibit
"Hati hati buat yg mau invest disini, ketika udah bnyk masuk tiba² app nya lemot dan gapernah bisa liat hasil invest kita",5,Positif,hati hati buat yg mau invest disini ketika udah bnyk masuk tiba app nya lemot dan gapernah bisa liat hasil invest kita
"Sayangnya detail transaksi waktu pembelian tidak ada, hanya ada tanggal ketika transaksi berhasil dilakukan",4,Positif,sayangnya detail transaksi waktu pembelian tidak ada hanya ada tanggal ketika transaksi berhasil dilakukan
tempat belajar investasi pemula yg paling rekomen,5,Positif,tempat belajar investasi pemula yg paling rekomen
mudah diaplikasikan cocok untuk investasi pemula,5,Positif,mudah diaplikasikan cocok untuk investasi pemula
"mau dapetin cashback senilai 25 rbu rupiah??? pakai code ini aja (afnila1)😉 Ayo daftar dan gunakan code cantik ini yah 😚 Aplikasi yang bagus banged dan sangat sangat recommended buat pemula ber investasi,resiko nya juga sangat minim sekali kita juga bisa berinvestasi mulai dari 10 rbu rupiah, Aku udh ngerasain nya sendiri,aku udah ikut sekitar beberapa bulan udh dapat uang jutaan rupiah dg ikut Reksadana😋",5,Positif,mau dapetin cashback senilai  rbu rupiah pakai code ini aja afnila ayo daftar dan gunakan code cantik ini yah  aplikasi yang bagus banged dan sangat sangat recommended buat pemula ber investasiresiko nya juga sangat minim sekali kita juga bisa berinvestasi mulai dari  rbu rupiah aku udh ngerasain nya sendiriaku udah ikut sekitar beberapa bulan udh dapat uang jutaan rupiah dg ikut reksadana
Sangat mudah sekali penggunaan di dalam aplikasi BIBIT,5,Positif,sangat mudah sekali penggunaan di dalam aplikasi bibit
"Sekarang makin lemot buat buka aplikasi nya di realme 5 pro, jadi males buat buka n invest , ga asiik pdhl sinyal powerfull",1,Negatif,sekarang makin lemot buat buka aplikasi nya di realme  pro jadi males buat buka n invest  ga asiik pdhl sinyal powerfull
"aplikasi nya sangat membantu untuk kita yang baru saja berinvestasi, Tolong tambahkan fitur pembayaran aplikasi melalui DANA🙏",5,Positif,aplikasi nya sangat membantu untuk kita yang baru saja berinvestasi tolong tambahkan fitur pembayaran aplikasi melalui dana
Mau upgrade bibit plus gak bisa. Karena terlanjur pakai jago syariah. Aplikasi yang tidak praktis. Jadi gak bisa beli SBN. 👎👎👎👎👎,1,Negatif,mau upgrade bibit plus gak bisa karena terlanjur pakai jago syariah aplikasi yang tidak praktis jadi gak bisa beli sbn 
semoga sukses app nya sangat mudah dipahami,5,Positif,semoga sukses app nya sangat mudah dipahami
waulau baru sebulan saya merasakan keseruan nabung reksa dana di bibit . asyik banget deh,5,Positif,waulau baru sebulan saya merasakan keseruan nabung reksa dana di bibit  asyik banget deh
Kenapa switching nya lama sekali? Balikin lah modal saya!,1,Negatif,kenapa switching nya lama sekali balikin lah modal saya
"Pas mau beli saham cepat lancar jaya, pas mau penarikan ""dana akan masuk ke rekening mu maksimum 3 hari kerja"" Wow gw narik dri tgl 31 kemaren smpe skrg blm masuk ke rekening, maksudnya ""maksimum 3 hari kerja"" Tu apa? (Btw gw belinya di pasar uang)",1,Negatif,pas mau beli saham cepat lancar jaya pas mau penarikan dana akan masuk ke rekening mu maksimum  hari kerja wow gw narik dri tgl  kemaren smpe skrg blm masuk ke rekening maksudnya maksimum  hari kerja tu apa btw gw belinya di pasar uang
"App nya udh bagus cuma hanya 2 aja yg kurang yaitu font tulisan terlalu kecil dan gak ada mode dark, gak enak banget liat hp lama2 terlalu terang padahal udh di turunin brightness paling gelap masih terang",5,Positif,app nya udh bagus cuma hanya  aja yg kurang yaitu font tulisan terlalu kecil dan gak ada mode dark gak enak banget liat hp lama terlalu terang padahal udh di turunin brightness paling gelap masih terang
satu aplikasi investasi untuk pemula dan bisa membantu untuk membuat orang rajin menabung,5,Positif,satu aplikasi investasi untuk pemula dan bisa membantu untuk membuat orang rajin menabung
Tempat nabung tanpa kena potongan bunga 😁,5,Positif,tempat nabung tanpa kena potongan bunga 
keren sih buat invest anak muda,5,Positif,keren sih buat invest anak muda
"Alhamdulillah, bagus. Dlu waktu pertama kli download gk bisa dibuka, loading mulu. Skrng sudah bisa, sudah bagus.",5,Positif,alhamdulillah bagus dlu waktu pertama kli download gk bisa dibuka loading mulu skrng sudah bisa sudah bagus
sudah bagus bisa ditingkatkan lagi,5,Positif,sudah bagus bisa ditingkatkan lagi
"Gajelas,kebanyakan libur nya,gw mau investasi di hari pertama,tpi hari ke dua dan ketiga malah libur,pas dah hari masuk,harus nunggu lagi,mending di platfrom lain dah",1,Negatif,gajelaskebanyakan libur nyagw mau investasi di hari pertamatpi hari ke dua dan ketiga malah liburpas dah hari masukharus nunggu lagimending di platfrom lain dah
Bagus buat investasi tp sayang Sy ga bs cara jual & belinya,5,Positif,bagus buat investasi tp sayang sy ga bs cara jual  belinya
App yang sangat menarik. Sejauh ini sistemnya cukup membantu. Tingkatkan kualitasnya.,4,Positif,app yang sangat menarik sejauh ini sistemnya cukup membantu tingkatkan kualitasnya
"Aplikasinya gk bisa di buka, udah tak restrat tetep aja gk mau masuk aplikasi bibit. yang ada malahan layar warna putih polos. Saya pakai telkomsel jaringannya full 4G+ tapi tetep aja gk mau ke aplikasinya. Mohon bantuanya",2,Negatif,aplikasinya gk bisa di buka udah tak restrat tetep aja gk mau masuk aplikasi bibit yang ada malahan layar warna putih polos saya pakai telkomsel jaringannya full g tapi tetep aja gk mau ke aplikasinya mohon bantuanya
"Untuk Developer PT. Bibit Tumbuh Bersama - Reksadana Online. Bibit - Investasi Reksadana Sangat Bermanfaat, Terus Tingkatkan Fitur Dan Kualitas Di Dalam Aplikasi.",5,Positif,untuk developer pt bibit tumbuh bersama  reksadana online bibit  investasi reksadana sangat bermanfaat terus tingkatkan fitur dan kualitas di dalam aplikasi
"sangat membntu bagi pemula yg ingin investasi, terima kasih bibit",5,Positif,sangat membntu bagi pemula yg ingin investasi terima kasih bibit
"semoga bisa buat tab tua nnt,n plus latihan jua",5,Positif,semoga bisa buat tab tua nntn plus latihan jua
"login juga susah, parah sih",1,Negatif,login juga susah parah sih
"Aplikasinya mudah di gunakan ,jadi sangat membantu saya dalam belajar berinvestasi. Pokoknya Mantap dah...👍",5,Positif,aplikasinya mudah di gunakan jadi sangat membantu saya dalam belajar berinvestasi pokoknya mantap dah
Investasi paling aman dan terpercaya & Murah modal 10rb juga bisa inves Untuk pemula jangan ragu untuk di sini dan jangan lupa masukan kode referal: 24zaky Langsg dapat 25rb loh,5,Positif,investasi paling aman dan terpercaya  murah modal rb juga bisa inves untuk pemula jangan ragu untuk di sini dan jangan lupa masukan kode referal zaky langsg dapat rb loh
"Aplikasi untuk investasi Reksadana,sekarang sudah ada investasi saham. Semakin berkembang aplikasi BIBIT",5,Positif,aplikasi untuk investasi reksadanasekarang sudah ada investasi saham semakin berkembang aplikasi bibit
"Kecewa duit masuk ke bibit nunggu lama sekali masuk sudah kesedot dan hilang berapa persen, lagi kalau mau withdraw nunggu sampai seminggu yg ada duit kesedot trus kena curi!!!! Kecewa dgn aplikasi ini!!! Pertama2 saja ok, kesini nya sudah gak bener!!! Maklum zaman sekarang semua di halal kan walaupun duit hasil yg haram di makan juga, karena sekarang cari kerja susah semua di halal kan!!!!Bagusan aplikasi yg sebelah, masuk cepat cair nya pun cepat!!!",1,Negatif,kecewa duit masuk ke bibit nunggu lama sekali masuk sudah kesedot dan hilang berapa persen lagi kalau mau withdraw nunggu sampai seminggu yg ada duit kesedot trus kena curi kecewa dgn aplikasi ini pertama saja ok kesini nya sudah gak bener maklum zaman sekarang semua di halal kan walaupun duit hasil yg haram di makan juga karena sekarang cari kerja susah semua di halal kanbagusan aplikasi yg sebelah masuk cepat cair nya pun cepat
sangat nyata hasilnya semoga ke depan bibit semakin bagus,4,Positif,sangat nyata hasilnya semoga ke depan bibit semakin bagus
Sangat disayangkan tampilan belum mendukung mode gelap / dark mode.,4,Positif,sangat disayangkan tampilan belum mendukung mode gelap  dark mode
sangat bagus untuk nabung,5,Positif,sangat bagus untuk nabung
Ya tuhan bibit.. stress banget sama ni aplikasi.. tiap hari maintenance terus.. sehari maintenance bisa 10 jam lebih.. kadang jam 9 pagi pun masih maintenance.. PARAH,1,Negatif,ya tuhan bibit stress banget sama ni aplikasi tiap hari maintenance terus sehari maintenance bisa  jam lebih kadang jam  pagi pun masih maintenance parah
mudah mudahan kedepannya semakin tambah maju,5,Positif,mudah mudahan kedepannya semakin tambah maju
"Untuk tampilan emang bagus dan simple tapi sayang, pas coba wd malah dana yang masuk tidak sesuai dengan di aplikasi, soalnya untuk fee tf udah di tanggung oleh bibit sendiri kan? Saran aja sih kalau ada potongannya langsung di tampil kan saja dana yang masuknya sesudah di potong. Dan masih ada potongan lainnya yaitu biaya materai",2,Negatif,untuk tampilan emang bagus dan simple tapi sayang pas coba wd malah dana yang masuk tidak sesuai dengan di aplikasi soalnya untuk fee tf udah di tanggung oleh bibit sendiri kan saran aja sih kalau ada potongannya langsung di tampil kan saja dana yang masuknya sesudah di potong dan masih ada potongan lainnya yaitu biaya materai
"terimakasih bibit, aplikasi ini sangat membantu buat orang yang mau belajar investasi terutama buat yang masih sangat awam, selain baca baca artikel dan belajar dari pakar investasi aplikasi bibit ini memudahkan kita karena telah membimbing dengan sangat mudah dipahami, terimakasih yaa bibit.",5,Positif,terimakasih bibit aplikasi ini sangat membantu buat orang yang mau belajar investasi terutama buat yang masih sangat awam selain baca baca artikel dan belajar dari pakar investasi aplikasi bibit ini memudahkan kita karena telah membimbing dengan sangat mudah dipahami terimakasih yaa bibit
Ini kenapa ya setelah di update mau buka jadi lemot banget..,4,Positif,ini kenapa ya setelah di update mau buka jadi lemot banget
aplikasi yang sangat bagus dan membantu...,5,Positif,aplikasi yang sangat bagus dan membantu
Masak live chatnya selalu gagal mengirim pesan. Gimana solusinya ?,2,Negatif,masak live chatnya selalu gagal mengirim pesan gimana solusinya 
"Aplikasi lu lelet banget, lu terusin kaya gini, gw tarik semua uang gw",1,Negatif,aplikasi lu lelet banget lu terusin kaya gini gw tarik semua uang gw
lumayan dapat cuan dari aplikasi ini,5,Positif,lumayan dapat cuan dari aplikasi ini
"dana nya gak masuk rekening, udah lewat beberapa hari maksimal katanya 3 hari kerja tapi nyatanya kosong!!! tolong ditindak lanjuti terkait masalah tersebut dan saya minta tolong dana saya cepat di transfer sesuai nominal investasi sekian terimakasih...",1,Negatif,dana nya gak masuk rekening udah lewat beberapa hari maksimal katanya  hari kerja tapi nyatanya kosong tolong ditindak lanjuti terkait masalah tersebut dan saya minta tolong dana saya cepat di transfer sesuai nominal investasi sekian terimakasih
Apps sangat bagus dan muda di mengerti,4,Positif,apps sangat bagus dan muda di mengerti
"Pencarian uangnya lama banget, ga bisa kalo urgent",1,Negatif,pencarian uangnya lama banget ga bisa kalo urgent
"bagus untuk pemula, dan 100% aman terjamin, saya juga pernah narik dan uangnya masuk ke rekening nggak nipu cuman dipotong biaya transfer antar bank 2500",5,Positif,bagus untuk pemula dan  aman terjamin saya juga pernah narik dan uangnya masuk ke rekening nggak nipu cuman dipotong biaya transfer antar bank 
"Aplikasinya bagus untuk pemula , simple , tapi saat membuka aplikasi sangat lama sekali , dan saat membeli saham kenapa selalu saja tidak bisa , padahal kalau buat beli reksadan , obligasi dll bisa enak banget",4,Positif,aplikasinya bagus untuk pemula  simple  tapi saat membuka aplikasi sangat lama sekali  dan saat membeli saham kenapa selalu saja tidak bisa  padahal kalau buat beli reksadan  obligasi dll bisa enak banget
"Aplikasi yg mudah dan bermanfaat bagi yang ingin masa depan cerah,gunakan kode refelal , amanahasep , buat kalian yg baru Download...ada cashback 25,000 ribu buat kalian saat berinvestasi di Bibit.",5,Positif,aplikasi yg mudah dan bermanfaat bagi yang ingin masa depan cerahgunakan kode refelal  amanahasep  buat kalian yg baru downloadada cashback  ribu buat kalian saat berinvestasi di bibit
"sangat baik untuk pemula yang belajar berinvestasi, dilengkapi dengan edukasi melalui email sangat bermanfaat 🙏",5,Positif,sangat baik untuk pemula yang belajar berinvestasi dilengkapi dengan edukasi melalui email sangat bermanfaat 
Sudah mendaftar sesuai petunjuk dan sudah berhasil sesuai petunjuk pas mau buka lagi aplikasi nya enda bisa lagi apa bibit ini cuma scammer saja okey,5,Positif,sudah mendaftar sesuai petunjuk dan sudah berhasil sesuai petunjuk pas mau buka lagi aplikasi nya enda bisa lagi apa bibit ini cuma scammer saja okey
"bibit pencairan dananya lama sekali, kondisi lagi butuh uang karna kebutuhan mendadak, padahal penyelesaian transaksinya udah 2 hari lalu dan saldo belum masuk ke rekening",2,Negatif,bibit pencairan dananya lama sekali kondisi lagi butuh uang karna kebutuhan mendadak padahal penyelesaian transaksinya udah  hari lalu dan saldo belum masuk ke rekening
"Cocok buat anak muda yang mau bljr invest, aplikasinya easy to use bgttt apalagi ada fitur nabung challange itu bikin aku jdi terbiasa utk nabung, isi kode refferal ""racundevi"" biar kamu dpt tambahan cashback ya guysssss gak nyesel deh nabung dibibit👍",5,Positif,cocok buat anak muda yang mau bljr invest aplikasinya easy to use bgttt apalagi ada fitur nabung challange itu bikin aku jdi terbiasa utk nabung isi kode refferal racundevi biar kamu dpt tambahan cashback ya guysssss gak nyesel deh nabung dibibit
"Tempat investasi yg mudah dimengerti oleh pemula.. pilihan Reksadana ny juga banyak 👍👍👍 untuk yg mau daftar bisa pake kode referral saya ya ""alwayscuan"" 😁 semoga kita semua always cuan bareng 😄 😁",5,Positif,tempat investasi yg mudah dimengerti oleh pemula pilihan reksadana ny juga banyak  untuk yg mau daftar bisa pake kode referral saya ya alwayscuan  semoga kita semua always cuan bareng  
"jual obligasi dari tgl 16 mei sampai skrg dana belum masuk rekening, biasanya 2 hari kerja sdah masuk . klau bisa cepat , knp harus pkai maksimal estimasi pling akhir ！ pikir 2 kali beli aset dsini,. lagi",1,Negatif,jual obligasi dari tgl  mei sampai skrg dana belum masuk rekening biasanya  hari kerja sdah masuk  klau bisa cepat  knp harus pkai maksimal estimasi pling akhir  pikir  kali beli aset dsini lagi
"Pencairan rdn katanya maksimum 3 hari kerja nyatanya lebih sampe 5 hari, lagi butuh cepet padahal",2,Negatif,pencairan rdn katanya maksimum  hari kerja nyatanya lebih sampe  hari lagi butuh cepet padahal
sangat bagua dan membantu kami mencapai target tujuan kami👍,5,Positif,sangat bagua dan membantu kami mencapai target tujuan kami
mudah penggunaan dan bermanfaat,5,Positif,mudah penggunaan dan bermanfaat
"Aplikasi sampah, pembohongan doang masak investasi udah dua tahun malah terus merugi gak cocok sama realita di pasar sahamnya, manager investasinya tolol apa aplikasinya yang gak transparan, kecewa udah rugi jutaan selama 2-3 tahun ini.",1,Negatif,aplikasi sampah pembohongan doang masak investasi udah dua tahun malah terus merugi gak cocok sama realita di pasar sahamnya manager investasinya tolol apa aplikasinya yang gak transparan kecewa udah rugi jutaan selama  tahun ini
"Udah cocok banget sama bibit ,solusi nabung dan investasi",5,Positif,udah cocok banget sama bibit solusi nabung dan investasi
"Pencarian lambat,tidak sesuai perkiraan",1,Negatif,pencarian lambattidak sesuai perkiraan
"Tolong ditambah lagi produknya seperti Syailendra pendapatan tetap premium, sucorinvest anak pintar dll",4,Positif,tolong ditambah lagi produknya seperti syailendra pendapatan tetap premium sucorinvest anak pintar dll
"kecewa sama bibit,, karena.. Pencairan Dana, atau Penjualan Sham terlalu memakan waktu hingga seminggu di saat pengguna sedang butuh uang,, _- kecewanya di situ aja si, kalau soal aman 👍🏻 tapi lemotnya masuk ke rekening itu-_",2,Negatif,kecewa sama bibit karena pencairan dana atau penjualan sham terlalu memakan waktu hingga seminggu di saat pengguna sedang butuh uang  kecewanya di situ aja si kalau soal aman  tapi lemotnya masuk ke rekening itu
Harus instal dan daftar akun di bank jago. Saya tidak mau instal tidak bisa melakukan pembelian,1,Negatif,harus instal dan daftar akun di bank jago saya tidak mau instal tidak bisa melakukan pembelian
"saya senang sekali dengan aplikasi bibit, karena di bibit itu pelayannan baik dan aman sukses salalu bibit",5,Positif,saya senang sekali dengan aplikasi bibit karena di bibit itu pelayannan baik dan aman sukses salalu bibit
"mudah dipelajari,banyak keuntungan,banyak gratis,banyak promo,banyak hadiah. pilihan produk bisa diperbanyak. praktis,cepat bisa langsung dapat tanpa alasan dan gangguan. bijak tidak memaksa,tidak menipu. tanpa pajak dan biaya admin. aman dapat dipercaya. banyak bantuan,jangan ragu.",4,Positif,mudah dipelajaribanyak keuntunganbanyak gratisbanyak promobanyak hadiah pilihan produk bisa diperbanyak praktiscepat bisa langsung dapat tanpa alasan dan gangguan bijak tidak memaksatidak menipu tanpa pajak dan biaya admin aman dapat dipercaya banyak bantuanjangan ragu
"huaaaaa......Nabung pake bibit sungguh sangat cocok buat pemula, apalagi untuk belajar investasi. Nih buat kalian yang mau join boleh yah pake kode ref aku ""umatberkah"". Nanti kalian bakal dapat 25rb secara cuma2 lumayankan sebagai langkah awal kalian mulai nabung dan inves. Belum mulai ehhh udah dapat untung. Yuhuyyyyy yuk inveslah sejak muda.",5,Positif,huaaaaanabung pake bibit sungguh sangat cocok buat pemula apalagi untuk belajar investasi nih buat kalian yang mau join boleh yah pake kode ref aku umatberkah nanti kalian bakal dapat rb secara cuma lumayankan sebagai langkah awal kalian mulai nabung dan inves belum mulai ehhh udah dapat untung yuhuyyyyy yuk inveslah sejak muda
cara pake nya gampang dan minimum investasinya juga sangat mudah dijangkau,4,Positif,cara pake nya gampang dan minimum investasinya juga sangat mudah dijangkau
Mohon tambahkan syailendra pendapatan tetap premium....gara gara syailendra aku jadi pake dua aplikasi bibit dan bareksa... please gaet syailendra pendapatan tetap premium agar aku cuma pake bibit saja... Ditunggu kabar baiknya,4,Positif,mohon tambahkan syailendra pendapatan tetap premiumgara gara syailendra aku jadi pake dua aplikasi bibit dan bareksa please gaet syailendra pendapatan tetap premium agar aku cuma pake bibit saja ditunggu kabar baiknya
"Sangat sangat mengecewakan , mau berinvestasi aja seribet ini , alasan nya akun bank dll beda sama apk sebelah , jangan download klo ga mau ribet",1,Negatif,sangat sangat mengecewakan  mau berinvestasi aja seribet ini  alasan nya akun bank dll beda sama apk sebelah  jangan download klo ga mau ribet
so far so good. Terus ditingkatkan terus fasilitasnya ya.,5,Positif,so far so good terus ditingkatkan terus fasilitasnya ya
Di aplikasi Nilai Jual nya tertera Sekian dan order jual berhasil... Eh yg masuk Rekening Gak sama Nilai nya 🥲 Bibit bisa bantu kahh?,2,Negatif,di aplikasi nilai jual nya tertera sekian dan order jual berhasil eh yg masuk rekening gak sama nilai nya  bibit bisa bantu kahh
Sudah saatnya bibit menghadirkan fitur dark mode di update aplikasi selanjutnya..agar kami bisa memilih antara pakai dark mode atau tidak... Seperti di stockbit,4,Positif,sudah saatnya bibit menghadirkan fitur dark mode di update aplikasi selanjutnyaagar kami bisa memilih antara pakai dark mode atau tidak seperti di stockbit
"ribet,mau tarik saldo ja gk cair"". di prosesur 3 hari kerja. gk konsisten 🖕👎",1,Negatif,ribetmau tarik saldo ja gk cair di prosesur  hari kerja gk konsisten 
trs di tingkat kan lagi pitur pitur nya lebih komplit lagi mudah di fahami n smart,4,Positif,trs di tingkat kan lagi pitur pitur nya lebih komplit lagi mudah di fahami n smart
"Saya daftar dari bulan april sampai sekarang masih disuruh nunggu verifikasi data, udah komplain lebih dari 3x belum ada solusi sampai sekarang, heran deh🥲",1,Negatif,saya daftar dari bulan april sampai sekarang masih disuruh nunggu verifikasi data udah komplain lebih dari x belum ada solusi sampai sekarang heran deh
