content,score,Label
"Aplikasi investasi di bibit sangat paling manfaat untuk bagi pemula, dan saya suka di aplikasi bibit, bila kita kurang tau bangaimana caranya, langsung di respon, dgn cepat dan baik. Dan sangat menguntungkan ,bagi semua orang terimakasih.",5,Positif
habis di update malah lelet bangeeettt.... Tolong dong respon admin... saya sudah email juga,1,Negatif
"Pencairan dana 7 hari kerja, seharusnya bibit membuat pencairan dana yang jauh lebih cepat maksimal 30 hari kerja atau 365 hari kerja,sangat cepat,top up sat set penarikan dana ngarett kecewa lah pokoknya",1,Negatif
"beli Reksadana & obligasi jadi mudah banget, edukasi nya juga bikin pintar nasabah",5,Positif
aplikasi bgus buat menabung dan memahami berinvestasi,5,Positif
"apk nya mantp buat nabung jangka panjang , paling TOP √",4,Positif
"Apk tidak bisa membuka semua data,loading terus tidak bisa terbaca",1,Negatif
bagus utk investasi jangka panjang dan pendek,5,Positif
"Aplikasi bibit sangat berkualitas dan canggih, cocok buat investasi pemula.",5,Positif
Upgrade ke bibitplus. Kukira ada peningkatan luar biasa. Ternyata nambah rekening bank jago dan rdn bank jago..😑 daripada berusaha keras mengarahkan orang ke bank jago. Lebih baik tunjukkan kelebihan istimewanya daripada bank lain di aplikasi bibit.,1,Negatif
cukup baguss meskipun UI nya kurang greget,5,Positif
"Kita bisa karena terbiasa, ayo semua berinvestasi di bibit dengan kode referral ""pintarbanget"" kamu bisa dapat Cashback.. hingga 100rb lohh..... cepet jangan tunggu lagi mulai aja dulu yuk !!",5,Positif
Joss tenan..! Jadi bisa belajar dan nabung investasi maju terus bersama Bibit,5,Positif
"Hati hati buat yg mau invest disini, ketika udah bnyk masuk tiba² app nya lemot dan gapernah bisa liat hasil invest kita",5,Positif
mungkin untuk kualitas servernya yang masih terbilang buruk jadi saya kasih Bintang 3 dulu terimakasih,3,
"Sayangnya detail transaksi waktu pembelian tidak ada, hanya ada tanggal ketika transaksi berhasil dilakukan",4,Positif
tempat belajar investasi pemula yg paling rekomen,5,Positif
mudah diaplikasikan cocok untuk investasi pemula,5,Positif
"mau dapetin cashback senilai 25 rbu rupiah??? pakai code ini aja (afnila1)😉 Ayo daftar dan gunakan code cantik ini yah 😚 Aplikasi yang bagus banged dan sangat sangat recommended buat pemula ber investasi,resiko nya juga sangat minim sekali kita juga bisa berinvestasi mulai dari 10 rbu rupiah, Aku udh ngerasain nya sendiri,aku udah ikut sekitar beberapa bulan udh dapat uang jutaan rupiah dg ikut Reksadana😋",5,Positif
Sangat mudah sekali penggunaan di dalam aplikasi BIBIT,5,Positif
"Sekarang makin lemot buat buka aplikasi nya di realme 5 pro, jadi males buat buka n invest , ga asiik pdhl sinyal powerfull",1,Negatif
"aplikasi nya sangat membantu untuk kita yang baru saja berinvestasi, Tolong tambahkan fitur pembayaran aplikasi melalui DANA🙏",5,Positif
Mau upgrade bibit plus gak bisa. Karena terlanjur pakai jago syariah. Aplikasi yang tidak praktis. Jadi gak bisa beli SBN. 👎👎👎👎👎,1,Negatif
semoga sukses app nya sangat mudah dipahami,5,Positif
waulau baru sebulan saya merasakan keseruan nabung reksa dana di bibit . asyik banget deh,5,Positif
Kenapa switching nya lama sekali? Balikin lah modal saya!,1,Negatif
"Pas mau beli saham cepat lancar jaya, pas mau penarikan ""dana akan masuk ke rekening mu maksimum 3 hari kerja"" Wow gw narik dri tgl 31 kemaren smpe skrg blm masuk ke rekening, maksudnya ""maksimum 3 hari kerja"" Tu apa? (Btw gw belinya di pasar uang)",1,Negatif
"kalo bagi gw sii, udh bagus ya tampilan aplikasi nya, cuma saran gw nih yaa, jgn investasi saham disini, klo mau main saham ya lgsg aja tanam modal di perusahaan yg Lo mau invest, gak perlu lgi pake Reksadana... tpi klo utk yg lain kyk pasar uang, ato obligasi masih oke lahh...",3,
"App nya udh bagus cuma hanya 2 aja yg kurang yaitu font tulisan terlalu kecil dan gak ada mode dark, gak enak banget liat hp lama2 terlalu terang padahal udh di turunin brightness paling gelap masih terang",5,Positif
satu aplikasi investasi untuk pemula dan bisa membantu untuk membuat orang rajin menabung,5,Positif
Tempat nabung tanpa kena potongan bunga 😁,5,Positif
keren sih buat invest anak muda,5,Positif
"Alhamdulillah, bagus. Dlu waktu pertama kli download gk bisa dibuka, loading mulu. Skrng sudah bisa, sudah bagus.",5,Positif
sudah bagus bisa ditingkatkan lagi,5,Positif
"Gajelas,kebanyakan libur nya,gw mau investasi di hari pertama,tpi hari ke dua dan ketiga malah libur,pas dah hari masuk,harus nunggu lagi,mending di platfrom lain dah",1,Negatif
Bagus buat investasi tp sayang Sy ga bs cara jual & belinya,5,Positif
App yang sangat menarik. Sejauh ini sistemnya cukup membantu. Tingkatkan kualitasnya.,4,Positif
"Aplikasinya gk bisa di buka, udah tak restrat tetep aja gk mau masuk aplikasi bibit. yang ada malahan layar warna putih polos. Saya pakai telkomsel jaringannya full 4G+ tapi tetep aja gk mau ke aplikasinya. Mohon bantuanya",2,Negatif
"Untuk Developer PT. Bibit Tumbuh Bersama - Reksadana Online. Bibit - Investasi Reksadana Sangat Bermanfaat, Terus Tingkatkan Fitur Dan Kualitas Di Dalam Aplikasi.",5,Positif
"sangat membntu bagi pemula yg ingin investasi, terima kasih bibit",5,Positif
"semoga bisa buat tab tua nnt,n plus latihan jua",5,Positif
"untuk melakukan penjualan masih lama uang masuk ke bank pemilik ,, jadi menurut aku kurang aja ,, kayak aplikasi lain aja bisa dalam 5mnit langsung cair ke bank Semoga kedepan bisa lebih cepat lagi",3,
"login juga susah, parah sih",1,Negatif
"Aplikasinya mudah di gunakan ,jadi sangat membantu saya dalam belajar berinvestasi. Pokoknya Mantap dah...👍",5,Positif
Investasi paling aman dan terpercaya & Murah modal 10rb juga bisa inves Untuk pemula jangan ragu untuk di sini dan jangan lupa masukan kode referal: 24zaky Langsg dapat 25rb loh,5,Positif
"Aplikasi untuk investasi Reksadana,sekarang sudah ada investasi saham. Semakin berkembang aplikasi BIBIT",5,Positif
"Kecewa duit masuk ke bibit nunggu lama sekali masuk sudah kesedot dan hilang berapa persen, lagi kalau mau withdraw nunggu sampai seminggu yg ada duit kesedot trus kena curi!!!! Kecewa dgn aplikasi ini!!! Pertama2 saja ok, kesini nya sudah gak bener!!! Maklum zaman sekarang semua di halal kan walaupun duit hasil yg haram di makan juga, karena sekarang cari kerja susah semua di halal kan!!!!Bagusan aplikasi yg sebelah, masuk cepat cair nya pun cepat!!!",1,Negatif
sangat nyata hasilnya semoga ke depan bibit semakin bagus,4,Positif
Sangat disayangkan tampilan belum mendukung mode gelap / dark mode.,4,Positif
sangat bagus untuk nabung,5,Positif
Ya tuhan bibit.. stress banget sama ni aplikasi.. tiap hari maintenance terus.. sehari maintenance bisa 10 jam lebih.. kadang jam 9 pagi pun masih maintenance.. PARAH,1,Negatif
mudah mudahan kedepannya semakin tambah maju,5,Positif
Proses loading Beranda lama bangeeett!!! Ada maintenance kah? Nggak biasanya begini.,3,
Baik penempatan maupun pencarian lama prosesnya 😂,3,
"Untuk tampilan emang bagus dan simple tapi sayang, pas coba wd malah dana yang masuk tidak sesuai dengan di aplikasi, soalnya untuk fee tf udah di tanggung oleh bibit sendiri kan? Saran aja sih kalau ada potongannya langsung di tampil kan saja dana yang masuknya sesudah di potong. Dan masih ada potongan lainnya yaitu biaya materai",2,Negatif
"terimakasih bibit, aplikasi ini sangat membantu buat orang yang mau belajar investasi terutama buat yang masih sangat awam, selain baca baca artikel dan belajar dari pakar investasi aplikasi bibit ini memudahkan kita karena telah membimbing dengan sangat mudah dipahami, terimakasih yaa bibit.",5,Positif
Ini kenapa ya setelah di update mau buka jadi lemot banget..,4,Positif
aplikasi yang sangat bagus dan membantu...,5,Positif
Masak live chatnya selalu gagal mengirim pesan. Gimana solusinya ?,2,Negatif
"Aplikasi lu lelet banget, lu terusin kaya gini, gw tarik semua uang gw",1,Negatif
lumayan dapat cuan dari aplikasi ini,5,Positif
"dana nya gak masuk rekening, udah lewat beberapa hari maksimal katanya 3 hari kerja tapi nyatanya kosong!!! tolong ditindak lanjuti terkait masalah tersebut dan saya minta tolong dana saya cepat di transfer sesuai nominal investasi sekian terimakasih...",1,Negatif
Apps sangat bagus dan muda di mengerti,4,Positif
"Pencarian uangnya lama banget, ga bisa kalo urgent",1,Negatif
"bagus untuk pemula, dan 100% aman terjamin, saya juga pernah narik dan uangnya masuk ke rekening nggak nipu cuman dipotong biaya transfer antar bank 2500",5,Positif
"Aplikasinya bagus untuk pemula , simple , tapi saat membuka aplikasi sangat lama sekali , dan saat membeli saham kenapa selalu saja tidak bisa , padahal kalau buat beli reksadan , obligasi dll bisa enak banget",4,Positif
"Aplikasi yg mudah dan bermanfaat bagi yang ingin masa depan cerah,gunakan kode refelal , amanahasep , buat kalian yg baru Download...ada cashback 25,000 ribu buat kalian saat berinvestasi di Bibit.",5,Positif
"sangat baik untuk pemula yang belajar berinvestasi, dilengkapi dengan edukasi melalui email sangat bermanfaat 🙏",5,Positif
ko aplikasinya dibuka gk bisa ya min admin? disuruh download android web ttep aja gk bisa dibuka giman Pak/Bu admin,3,
Sudah mendaftar sesuai petunjuk dan sudah berhasil sesuai petunjuk pas mau buka lagi aplikasi nya enda bisa lagi apa bibit ini cuma scammer saja okey,5,Positif
"bibit pencairan dananya lama sekali, kondisi lagi butuh uang karna kebutuhan mendadak, padahal penyelesaian transaksinya udah 2 hari lalu dan saldo belum masuk ke rekening",2,Negatif
"Cocok buat anak muda yang mau bljr invest, aplikasinya easy to use bgttt apalagi ada fitur nabung challange itu bikin aku jdi terbiasa utk nabung, isi kode refferal ""racundevi"" biar kamu dpt tambahan cashback ya guysssss gak nyesel deh nabung dibibit👍",5,Positif
"Tempat investasi yg mudah dimengerti oleh pemula.. pilihan Reksadana ny juga banyak 👍👍👍 untuk yg mau daftar bisa pake kode referral saya ya ""alwayscuan"" 😁 semoga kita semua always cuan bareng 😄 😁",5,Positif
"jual obligasi dari tgl 16 mei sampai skrg dana belum masuk rekening, biasanya 2 hari kerja sdah masuk . klau bisa cepat , knp harus pkai maksimal estimasi pling akhir ！ pikir 2 kali beli aset dsini,. lagi",1,Negatif
"Pencairan rdn katanya maksimum 3 hari kerja nyatanya lebih sampe 5 hari, lagi butuh cepet padahal",2,Negatif
sangat bagua dan membantu kami mencapai target tujuan kami👍,5,Positif
mudah penggunaan dan bermanfaat,5,Positif
"Aplikasi sampah, pembohongan doang masak investasi udah dua tahun malah terus merugi gak cocok sama realita di pasar sahamnya, manager investasinya tolol apa aplikasinya yang gak transparan, kecewa udah rugi jutaan selama 2-3 tahun ini.",1,Negatif
"Udah cocok banget sama bibit ,solusi nabung dan investasi",5,Positif
"Pencarian lambat,tidak sesuai perkiraan",1,Negatif
"Tolong ditambah lagi produknya seperti Syailendra pendapatan tetap premium, sucorinvest anak pintar dll",4,Positif
Kenapa bibit saya tidak bisa menampilkan nilai portofolio?,3,
"kecewa sama bibit,, karena.. Pencairan Dana, atau Penjualan Sham terlalu memakan waktu hingga seminggu di saat pengguna sedang butuh uang,, _- kecewanya di situ aja si, kalau soal aman 👍🏻 tapi lemotnya masuk ke rekening itu-_",2,Negatif
Harus instal dan daftar akun di bank jago. Saya tidak mau instal tidak bisa melakukan pembelian,1,Negatif
"saya senang sekali dengan aplikasi bibit, karena di bibit itu pelayannan baik dan aman sukses salalu bibit",5,Positif
"mudah dipelajari,banyak keuntungan,banyak gratis,banyak promo,banyak hadiah. pilihan produk bisa diperbanyak. praktis,cepat bisa langsung dapat tanpa alasan dan gangguan. bijak tidak memaksa,tidak menipu. tanpa pajak dan biaya admin. aman dapat dipercaya. banyak bantuan,jangan ragu.",4,Positif
"huaaaaa......Nabung pake bibit sungguh sangat cocok buat pemula, apalagi untuk belajar investasi. Nih buat kalian yang mau join boleh yah pake kode ref aku ""umatberkah"". Nanti kalian bakal dapat 25rb secara cuma2 lumayankan sebagai langkah awal kalian mulai nabung dan inves. Belum mulai ehhh udah dapat untung. Yuhuyyyyy yuk inveslah sejak muda.",5,Positif
cara pake nya gampang dan minimum investasinya juga sangat mudah dijangkau,4,Positif
Mohon tambahkan syailendra pendapatan tetap premium....gara gara syailendra aku jadi pake dua aplikasi bibit dan bareksa... please gaet syailendra pendapatan tetap premium agar aku cuma pake bibit saja... Ditunggu kabar baiknya,4,Positif
"Sistem pembelian sama penjualan diperbaiki, masa iya bisa sampe 1-2 minggu gokilll",3,
"Sangat sangat mengecewakan , mau berinvestasi aja seribet ini , alasan nya akun bank dll beda sama apk sebelah , jangan download klo ga mau ribet",1,Negatif
so far so good. Terus ditingkatkan terus fasilitasnya ya.,5,Positif
Di aplikasi Nilai Jual nya tertera Sekian dan order jual berhasil... Eh yg masuk Rekening Gak sama Nilai nya 🥲 Bibit bisa bantu kahh?,2,Negatif
Sudah saatnya bibit menghadirkan fitur dark mode di update aplikasi selanjutnya..agar kami bisa memilih antara pakai dark mode atau tidak... Seperti di stockbit,4,Positif
"ribet,mau tarik saldo ja gk cair"". di prosesur 3 hari kerja. gk konsisten 🖕👎",1,Negatif
trs di tingkat kan lagi pitur pitur nya lebih komplit lagi mudah di fahami n smart,4,Positif
"Saya daftar dari bulan april sampai sekarang masih disuruh nunggu verifikasi data, udah komplain lebih dari 3x belum ada solusi sampai sekarang, heran deh🥲",1,Negatif
"untuk aplikasi sangat mudah dj gunakan, tetapi kalau bisa proses withdraw di percepat jangan menunggu 3 hari kerja. overall keren si bibit",5,Positif
"Keren!!! nambah untuk jangka panjang. investasi cocok buat pemula mudah dipahami dan praktis. saya sudah menggunakan aplikasi ini di reksadana pasar uang dan obligasi. Gunakan kode referral ini ""pagicerah"" untuk dapatkan cashback 25k. ayo investasi dan nabung rutin dari sekarang.",5,Positif
Thanks to our advertiser dikarenakan saya menganggap bahwa mereka udah ada diwa ini apa yang tepat untuk usaha saya sudah bisa digunakan sebagai alat untuk digunakannya usaha saya sendiri juga saya sendiri juga tidak bisa dan saya banyak belajar dari postingan kali ini saya akan memberikan banyak terima kasih atas perhatiannya BALANGAplk 86 Kalteng pak 🙏🙏🙏🏡🌃,5,Positif
Mau upgrade bibit plus tapi harus video call sinyal sudah stabil tapi gagal terus harusnya tinggal foto dokumen data diri aja biar lebih mudah. Nga usah lah nyari user baru kalau prosedurnya kyak gini,1,Negatif
"sejauh ini aplikasi masih bagus, mudah2an dapat dipertahankN",5,Positif
Tampilan simple sangat mudah dimenegerti,5,Positif
"bagus utk pemula, tapi ga bisa dibilang beli saham karena pakai jasa mediator dri bibit, cmn utk draw uang kembali lama bnget",5,Positif
Yang baru download dan mau dapetin cashback sebesar 250000 masukkan kode referal ini ( nkzmfpw ) dijamin langsung masuk cashback setelah membeli portofolio pertama. Terima kasih 🙏,5,Positif
"Bibit makin keren, semua lengkap disini dari RD, Obligasi, Saham, sampai saldo RDN ada dalam 1 aplikasi jadi ga usah repot buat cek Portfolio 😁",5,Positif
"Selama saya pakai bagus aplikasinya, tapi kadang berat waktu awal masuk (stuck agak lama di logo bibit). Sama saya mau ngasih saran barangkali bisa dipertimbangkan : karena kemarin bibit udah tambah fitur beli saham dan fitur beli obligasi fr, mungkin kedepannya bisa ditambah fitur jual beli mata uang asing, emas atau crypto sekalian? Atau bisa jadi Stockbit disatukan ke bibit sekalian biar bibit jadi super app investasi?",5,Positif
bagus bisa buat investasi pemula. simple dan mudah.,5,Positif
"App yg sangat membantu kita untuk menabung sekaligus mendapatkan keuntungan dn ilmu yg baik,dan ada BONUS saldo sampai 100k jika kamu masukkan kode referral ini >mulaisahamdarinol<",5,Positif
cocok utk pemula yang ingin belajar investasi,4,Positif
sangat mudah di mengerti,5,Positif
"Tolong perbaiki performa aplikasinya, di saya sering force close",4,Positif
"OTP sdh di masukan sampe hitungan mundur berakhir tdk ada tombol utk melanjutkan,maaf sy Uninstall.",1,Negatif
Mau tambah rekening bank susah banget proses perekaman wajah nya itu susah dan terlalu capet jadi waktu mau ikutin arahan di aplikasi nya itu susaah baanget tolong dong lebih di permudah lagi.,3,
"Menu data pribadi saya berwarna abu² dan tidak bisa di klik, sudah saya lakukan reinstal tetap saja. Edit : Sudah bisa menu data pribadinya, thx u min penanganan kurang dari 1 hari kerja",5,Positif
Loading lama dan keluar terus. Harus ganti jaringan dulu,2,Negatif
Saat buka aplikasi loadingnya lama dan perlu reload app,2,Negatif
"Aplikasi jelek, untuk proses wd sampai 1 bulan",1,Negatif
Loading nya lama banget dan sering keluar sendiri mohon diperbaiki,1,Negatif
setelah update apk ny sering keluar sendiri. nyesel update jadi nya.,2,Negatif
"senang sekali berinves di bibit selain mudah, tranfaran dan jelas , mudah2an jadi jutawan",5,Positif
Apa yang terjadi kenapa bibit kok susah di buka padahal kan jaringan bagus setiap kali login pasti kembali sendiri ke menu padahal ngak di tekan atau di kembalikan gimana ni min tolong dong,1,Negatif
"Mantap benar investasi di bibit, walaupun hasil imbalannya sedikit penambahannya. gpp lah, sedikit demi sedikit akan menjadi bukit juga ko 🙏🙏😊😊",5,Positif
"Ini apk nya Kok lama kelamaan susah masuk nya loading lama, tiba2 keluar sendiri, tolong di perbaiki",2,Negatif
Mau penarikan dana aja ribet banget gak kyak yang sebelah cepat gak pakai ribet..,1,Negatif
overal okey.... cuman untuk Penarikan dana mohon ditingkatkan agar tidak nunggu lama,4,Positif
Semenjak ku upgrade aplikasinya yg konek ke stockbit dan bank jago. Jadi susah masuk loadingnya lama gk gercep. Padahal udah seneng bgt bisa kekonek ke segala hal. Please be better!,2,Negatif
Aplikasi sangat bagus dan berguna buat finansial menabung mengubah hidup,5,Positif
"Apknya sudah bagus, cuman sayang sekali pencairannya lama banget, sudah 2 Minggu lebih saya nunggu pencairan belum cair juga, diperbaiki lagi ya min sistemnya",1,Negatif
Aplikasinya bagus. Untuk investasi juga bagus. Namun masalahnya untuk deposit dan penarikan masih tergolong lama kemungkinan sistemnya masih manual.. Perlu di tingkatkan lagi.,3,
"Kok portofolio saya gk bisa di tarik padahal sudah 3 hari lebih, padahal Penjualan dan Switching dapat dilakukan setelah 2 hari kerja.tolong di perbaiki",3,
"Tolong dong, abis update kok kalo masuk harus reload trus ya, udh gtu pas masuk keluar sendiri",1,Negatif
"Untuk masalah pencairan dana lama banget,tertulis 7 hari kerja tapi udh 2 minggu lebih masi blm cair juga",2,Negatif
"Emang bagus buat nabung karena ribet untuk ditarik. Kalo uang ada di rekening, selalu kepikiran untuk depo 🤣🤣 Mana tahan..",5,Positif
"Agak nyesel invest disini, duit ditaro disini biar gabisa ditarik2, eh sekalinya butuh penjualannya lama banget, belum yg order jual diterima, belum yang menunggu verifikasi bank kustodian, belum yg order jual berhasil, ngejual dr tgl 17 april, ketahan karna libur lebaran 19-25 april, smpe skrg itu uang jg bluman cair2, buat yg mau ambil duit jangan pas kepepet deh, not rekomen, saran mending ambil dr jauh2 minggu aja yaah.",1,Negatif
"Kenapa ya kok saya buka aplikasinya keluar terus, baru dibuka loading lama dan harus reload, saat sudah direload bisa masuk tapi tiba2 keluar.",3,
Keren apk bibit untuk pemula.. kendala memang di pencairan dan pembelian terlalu lama... seandainya bisa lebih cepat gk ada minus nya ini apk bibit.. selebih nya oke semua,5,Positif
"Saya baru 2 bulan memakai aplikasi bibit dan sangat mudah untuk di pahami dan memulai investasi bagi pemula. Kode referal ""pnmaomh"" dapatkan cashback 25rb.",5,Positif
"Pelayanan yang ramah dan baik,saya suka dengan aplikasi bibit👍",5,Positif
Aplikasi investasi terbaik dan terpercaya.. jangan lupa masukan kode 25bibit untuk mendapatkan cashback saat pembelian pertama.,5,Positif
"Knp bibit saya sudah di akses ya? Minta di reload, saat mau log in selalu tidak bs krn tiba2 keluar sendiri",2,Negatif
"Aplikasi investasi paling ok, Kalo ambil dana balik emang lama. Tapi di jamin masuk kok ke rekening, udah nyoba beberapa kali sesuai kok. Thank Mimin Bibit",5,Positif
"Bagus buat investasi jangka panjang, cuma untuk pembelian dan penjualan prosesnya di cepatkan jangan sampai berhari-hari prosesnya. Kasian jika orang yang urgent tiba-tiba butuh uang dan melakukan penjualan dari sini, tapi proses pengembaliannya berhari-hari.. Overall is good",4,Positif
selama hampir 2 tahun menggunakan cukup ok dan beberapa maintenance,5,Positif
"sering keluar tiba tiba, mohon diperbaiki lagi",3,
Heran... semenjak upgrade ke bibit plus kok apk.nya slalu tiba2 logout sndiri dan saat msuk lamaa skalii... Jdii takut invest bnyak2 di apk ini... gimana dong...???,3,
bibit ngebug. abis login bentar langsung keluar lg dari aps. sesi login habis. maw kek mana duid aman kyk gini?,1,Negatif
"Sebenernya bagus apkny, cman pas aku upgrade jdi bibit plus, akunnya sering keluar sendiri, jdi harus login trs. Udh gitu setiap login, lamaaaaaaaa bngt. Kek.... Astagaaa. Coba dongg di benerin lagi",2,Negatif
Keluar sendiri mulu.sinyal bagus tapi kenapa keluar sendiri dari apknya,1,Negatif
Nyesel saya udah inves tpi seminggu tidak ada perkembangan sama sekali Uang mau di tarik lagi tidak bisa karna harus nunggu penjualan selsai Tolong jangan instal aplikasi ini,1,Negatif
mantap rekomendet banget buat pemula yang mau belajar investasi,5,Positif
"instal aplikasinya dan isi reff DANA22,aplikasi bibit memang bagus, aplikasi ini berguna sekali untuk kalian yang mau investasi karna aplikasi ini sangat mudah untuk di gunakan, aplikasi ini saya rekomendasikan untuk kalian yang mau investasi, bagi pemula ini sudah brguna sekali, aplikasi investasi ini membuat kalian bahagia sekali, aplikasi ini sangat berguna untuk pemul yang mau inestasi.",5,Positif
mudah2an tidak ada kendala ke depannya,5,Positif
"Saya senang menyimpan uang saya di Bibit. Mudah dan menyenangkan. Walau demikian, Bibit harus terus berbenah untuk memberikan pelayanan terbaik kepada pelanggannya. Sukses terus Bibit!",5,Positif
"bagus,transaksi gratis dan aplikasi sangat mudah digunakan",5,Positif
"Tolonglah perbaiki kinerjanya, saya jual Reksadana tgl 18 sampe sekarang belum cair juga, padahal sudah 7hari lebih. Dan kontak yang dikasih juga tidak ada WhatsApp nya. Tolong info untuk bisa komplen dong🙏 biar SM"" enak 🙏",2,Negatif
"Lama proses kerjanya, terus mau di tarik lagi uangnya malah suruh nunggu 2 hari kerja, 2 hari kerja udah lewat ini udah 5 hari kerja kocok, tolong lah benerin lagi sistemnya dipercepat lagi prosesnya jangan lama, ajaib aja cepat prosesnya, saya baru coba apk ini pertama investasi di ajaib disitu cepat prosesnya disini malah beda jauh",1,Negatif
"Katanya depo maksimal 2 hari kerja tapi ini udah 5 hari kerja tapi belum ke konfir sama sekali dan gw penarikan udah 2 minggu masih belum masuk, skip skip awalnya gw kira recomended ehh ternyata kaga",1,Negatif
"Yang mau infes di bibit, pikir pikir dulu, soalnya penarikan lambat, saya sudah tarik 4jt an, sejak taggal 18 april dan 8 ratus lebih di tanggal 19, sampai sekarang sudah tanggal25 april, belum juga masuk masuk rekening yang penarikan pertama, serta penarikan yang ke dua masih menunggu konfirmasi menejer bank, sampai saat ini msih belum kelar kelar, sangat mengecewakan infestasi di bibit, tidak menjajikan yang terbaik bagi infestor",1,Negatif
saya pemula bingung mau milih aplikasi apa..tapi setelah liat YouTube aplikasi bibit paling cocok buat pemula seperti saya👍,5,Positif
"overall bagus si, cuman min 1 aja kendala di pencairan nya itu lumayan makan banyak waktu dan harus nunggu berhari hari.",4,Positif
Halo KK kenapa ya tiap kali login bibit aplikasi nya Crash mohon bantuannya ya kk,1,Negatif
"Aplikasi error gk bisa log in, dana yg ditarik jg blm masuk parahal udh 7 hri gimana ini!!???",1,Negatif
Kenapa setelah update malah lambat ya aplikasinya .. sering force close ketika beli .. Tolong difix dong min 😑,3,
"Aplikasi nya sering error. Susah dibuka, begitu dibuka tiba-tiba langsung keluar",3,
"Tambahin pembayaran dana min... Aplikasi nya bagus buat pemula, kerenn!!",4,Positif
"Gimana nihh kak , sudah melakukan pembelian lebih dari dua hari masih belum berhasil .. padahal tertulis maksimal 2 hari kerja tidak termasuk hari kerja , gimana bisa percaya untuk yamg kedepannya nih hmm",1,Negatif
"bagus untuk pemula pengamanan juga oke, fitur mudah difahami dan juga mudah dalam mengelola",4,Positif
pelayanannya baik dan bahasa yg di gunakan mudah di pahami,4,Positif
"Bintang 3 dulu karena masih bingung, ga bisa upgrade ke kun stockbit",3,
"platform dan perusahaan ga bagus , untuk penjualan,penarikan, dan pencairan dana lama dan dipersulit juga ,not recomended mending invest di platform yang lain yang lebih bagus dan ga ribet",1,Negatif
"masalah force close aplikasi. sudah instal ulang masih terap force close. versi hp saya gunakan miui 11, os android 8.1. tolong maintenance?",2,Negatif
"Reksadana ternyata ada bank penampung jadi klo beda rekening di kenai biaya juga, jika beli obligasi dan sbn nya harus melalui RDN",5,Positif
