content,score,Label,text_clean
"Skrg semuanya pake admin, juga SPT tahunan, belum lg skrg muncul virus""apa tau jadi ribet buat investasi",1,Negatif,skrg semuanya pake admin juga spt tahunan belum lg skrg muncul virusapa tau jadi ribet buat investasi
cukup mudah transaksi di bareksa,5,Positif,cukup mudah transaksi di bareksa
"Menurut scanning antivirus Avast aplikasi Bareksa terindikasi sebuah virus yg jahat, jadi saya langsung menghapusnya. Tolong pihak Bareksa berikan penjelasannya.",1,Negatif,menurut scanning antivirus avast aplikasi bareksa terindikasi sebuah virus yg jahat jadi saya langsung menghapusnya tolong pihak bareksa berikan penjelasannya
terdeteksi mengandung virus trojan,1,Negatif,terdeteksi mengandung virus trojan
"Bagaimana penanganannya app bareksa bevirus, terdeteksi langsung dari hp saya. Tolong di tangani. Sudah di tangani Terimakasih",4,Positif,bagaimana penanganannya app bareksa bevirus terdeteksi langsung dari hp saya tolong di tangani sudah di tangani terimakasih
"pakai bareksa dari 2019, alhamdulillah bagus terus",5,Positif,pakai bareksa dari  alhamdulillah bagus terus
Fitur2nya mudah dipahami dan juga mudah digunakan.,5,Positif,fiturnya mudah dipahami dan juga mudah digunakan
"Aplikasinya bagus, mudah digunakan, dan aman untuk berinvestasi",5,Positif,aplikasinya bagus mudah digunakan dan aman untuk berinvestasi
Kerren dan praktis,5,Positif,kerren dan praktis
cara ngundang orang lain gimana ? atau untuk menyebar kode refferal kita ke orang lain ?,4,Positif,cara ngundang orang lain gimana  atau untuk menyebar kode refferal kita ke orang lain 
"Verifikasi susah banget, udh seminggu lebih blm di acc juga, payah",1,Negatif,verifikasi susah banget udh seminggu lebih blm di acc juga payah
"Bagus dan belum pernah error, Aplikasi luar biasa sukses Bareksa thank you.",5,Positif,bagus dan belum pernah error aplikasi luar biasa sukses bareksa thank you
Selamat datang semuga kita semua dalam lindungan Allah SWT amin barokallah,5,Positif,selamat datang semuga kita semua dalam lindungan allah swt amin barokallah
"Kk,sy hub cs ngak di balas sudah berapa kali,apa bareksa sekarang mulai pendiam,uang sy walau pun saldo nya kecil tapi sy sangat memerlukan nya kk,mandiri Investa cerdas bangsa kelasA telah tutup,kok ambil uang di persulit pakai saldo harus 250 juta segala,tolong kah OJK mohon di urus sy jadi tidak percaya lagi dgn aplikasi ini tolonglah sy org kecil,jangan di persulit",1,Negatif,kksy hub cs ngak di balas sudah berapa kaliapa bareksa sekarang mulai pendiamuang sy walau pun saldo nya kecil tapi sy sangat memerlukan nya kkmandiri investa cerdas bangsa kelasa telah tutupkok ambil uang di persulit pakai saldo harus  juta segalatolong kah ojk mohon di urus sy jadi tidak percaya lagi dgn aplikasi ini tolonglah sy org keciljangan di persulit
"Bagus aplikasinya, sangat lengkap dan simple",5,Positif,bagus aplikasinya sangat lengkap dan simple
Tolong iklan nya jgn timbul terus walaupun hape lagi nggak di gunakan..,4,Positif,tolong iklan nya jgn timbul terus walaupun hape lagi nggak di gunakan
"proses pendaftaran sangat buruk , alasan foto selfie tidak sesuai kartu identitas padahal kartu dan foto selfie pribadi foto pun juga sudah sangat jelas. chat dengan cs juga tidak mendapat solusi hanya disuruh mengulang dan hasilnya sama",1,Negatif,proses pendaftaran sangat buruk  alasan foto selfie tidak sesuai kartu identitas padahal kartu dan foto selfie pribadi foto pun juga sudah sangat jelas chat dengan cs juga tidak mendapat solusi hanya disuruh mengulang dan hasilnya sama
Investasi jadi lebih mudah semudah genggaman,5,Positif,investasi jadi lebih mudah semudah genggaman
CS cepat respon dan menyelesaikan masalah saya sebelumnya.,5,Positif,cs cepat respon dan menyelesaikan masalah saya sebelumnya
Siiip lumyan berubah tampilanya,5,Positif,siiip lumyan berubah tampilanya
"Mau uninstall nih, benar² mengecewakan widthdraw kena fee dan lemot banget. Begitu juga saat pembelian emas minta data dan harus verifikasi ulang lagi",1,Negatif,mau uninstall nih benar mengecewakan widthdraw kena fee dan lemot banget begitu juga saat pembelian emas minta data dan harus verifikasi ulang lagi
"Bareksa yang baik, saran saja, buatlah RDN di App nya agar gak ribet klu mau invest, jujur jadi agak malas, karena ribet transaksinya, semoga ada solusi, trims",5,Positif,bareksa yang baik saran saja buatlah rdn di app nya agar gak ribet klu mau invest jujur jadi agak malas karena ribet transaksinya semoga ada solusi trims
"KTP Seumur Hidup dibilang bukan e-KTP, verifikator bareksa lawak, Pakai Bibit aja",1,Negatif,ktp seumur hidup dibilang bukan ektp verifikator bareksa lawak pakai bibit aja
"Masih baru, aplikasinya mudah dipahami dan panduannya juga ok aku mulai investasi di bareksa.",5,Positif,masih baru aplikasinya mudah dipahami dan panduannya juga ok aku mulai investasi di bareksa
"Kenapa saya tidak bisa melakukan pembelian? Tidak muncul halaman pembayaran, yg ada cuma blank, Layar putih aja.",2,Negatif,kenapa saya tidak bisa melakukan pembelian tidak muncul halaman pembayaran yg ada cuma blank layar putih aja
"Tolong tambahkan fitur ahli waris, karena akan sangat membantu utk pengguna dan lebih merasa secure, thanks",5,Positif,tolong tambahkan fitur ahli waris karena akan sangat membantu utk pengguna dan lebih merasa secure thanks
saya kira ini sesuatu yang bagus buat investasi,5,Positif,saya kira ini sesuatu yang bagus buat investasi
Kenapa kadang aplikasinya ngga bisa di buka? Padahal sudah di update loh...,2,Negatif,kenapa kadang aplikasinya ngga bisa di buka padahal sudah di update loh
"Panut di coba, kapan lagi meningkatkan aset",5,Positif,panut di coba kapan lagi meningkatkan aset
"aplikasinya berat, biaya admin lumayan, cs gak responsif, gak bisa membatalkan order, kena fee materai meski cuma order dibawah 10jt dan ada orderan lain yg gak bisa dibatalkan meski keesokan harinya pasti batal",1,Negatif,aplikasinya berat biaya admin lumayan cs gak responsif gak bisa membatalkan order kena fee materai meski cuma order dibawah jt dan ada orderan lain yg gak bisa dibatalkan meski keesokan harinya pasti batal
"Aku coba dulu, nanti kalo bagus aku tambah yah",1,Negatif,aku coba dulu nanti kalo bagus aku tambah yah
bagus untuk yg ingin investasi aman,5,Positif,bagus untuk yg ingin investasi aman
mudah dipahami,4,Positif,mudah dipahami
"Rdpu yang seharusnya masa pencarian nya tidak lama,jadi sangat lama..hingga berhari hari. Parah",2,Negatif,rdpu yang seharusnya masa pencarian nya tidak lamajadi sangat lamahingga berhari hari parah
"aplikasi yg bagus utk berinvestasi dgn aman, simpel dan gampang di monitor",5,Positif,aplikasi yg bagus utk berinvestasi dgn aman simpel dan gampang di monitor
Jenis Reksadananya sedikit kurang lengkap. Semoga bs ditambah lagi agar pilihan investor bervariasi,2,Negatif,jenis reksadananya sedikit kurang lengkap semoga bs ditambah lagi agar pilihan investor bervariasi
kalau bisa virtual account gratis seperti BIBIT LEBIH CEPAT TRANSAKSI NYA,5,Positif,kalau bisa virtual account gratis seperti bibit lebih cepat transaksi nya
"Aplikasi lancar, jelas infonya, mudah, banyak pilihan. Dari awal install hingga sekarang aplikasi lancar, pembelian lancar, penjualan lancar. Alhamdulillah.",5,Positif,aplikasi lancar jelas infonya mudah banyak pilihan dari awal install hingga sekarang aplikasi lancar pembelian lancar penjualan lancar alhamdulillah
"Tolong tambahkan data hak untuk ahli waris seperti pada apk bibit,, untuk antisipasi jika investor kenapa2, misal tidak ada transaksi selama jangka waktu tertentu, meninggal, kecelakaan, hilang ingatan dan lain2... Supaya yg nabung juga lebih nyaman menabung di bareksa.",4,Positif,tolong tambahkan data hak untuk ahli waris seperti pada apk bibit untuk antisipasi jika investor kenapa misal tidak ada transaksi selama jangka waktu tertentu meninggal kecelakaan hilang ingatan dan lain supaya yg nabung juga lebih nyaman menabung di bareksa
utk pembayaran kalo bisa gratis utk smua metode,5,Positif,utk pembayaran kalo bisa gratis utk smua metode
Ini kalau nanti verifikasi wajahnya gagal lg untuk yg ketiga kali bakal saya kasih rating bintang 1 ya 😊,5,Positif,ini kalau nanti verifikasi wajahnya gagal lg untuk yg ketiga kali bakal saya kasih rating bintang  ya 
"Jual Reksadana lama, lebih cepat platform lain",1,Negatif,jual reksadana lama lebih cepat platform lain
"Tolong, Biaya Admin Pembelian di tiada kan Saja, Dan untuk biaya transaksi pengiriman ke rekening dikurangi, Terlalu Melonjak ""3,500""... Saingan Aplikasi invest Banyak sekali, Ingat Jangan Karna ada beberapa Nasaba yg ingin berpindah aplikasi di karenakan Biaya"" Seperti yang saya sebutkan di atas. Inti Nya apa pun kalian ""devploper"" harus bisa mengerti bagaimana cara menarik perhatian nasabah yg ingin menggunakan aplikasi kalian. Dulu, Saya suka dengan aplikasi kalian. maaf, sekarang tidak.",2,Negatif,tolong biaya admin pembelian di tiada kan saja dan untuk biaya transaksi pengiriman ke rekening dikurangi terlalu melonjak  saingan aplikasi invest banyak sekali ingat jangan karna ada beberapa nasaba yg ingin berpindah aplikasi di karenakan biaya seperti yang saya sebutkan di atas inti nya apa pun kalian devploper harus bisa mengerti bagaimana cara menarik perhatian nasabah yg ingin menggunakan aplikasi kalian dulu saya suka dengan aplikasi kalian maaf sekarang tidak
"Puas selalu cepat dalam pencarian dana dan pembelian, Ditingkatkan lagi kualitas nya, bravo Bareksa ✨",5,Positif,puas selalu cepat dalam pencarian dana dan pembelian ditingkatkan lagi kualitas nya bravo bareksa 
"ketika masukan kode otp error terus, tidak bisa login. kapok inves di sini.",1,Negatif,ketika masukan kode otp error terus tidak bisa login kapok inves di sini
"Dari segi tampilan dan keamanan terlihat bagus, sayangnya biaya admin terlalu tinggi untuk investor pemula,seharusnya pihak bareksa dapat mempertimbangkan lagi tentang biaya admin yg tergolong lebih mahal dari pada skuritas lain.",2,Negatif,dari segi tampilan dan keamanan terlihat bagus sayangnya biaya admin terlalu tinggi untuk investor pemulaseharusnya pihak bareksa dapat mempertimbangkan lagi tentang biaya admin yg tergolong lebih mahal dari pada skuritas lain
sangat bagus buat org awam belajar investasi yang benar,5,Positif,sangat bagus buat org awam belajar investasi yang benar
"Kode otp nya ga terkirim², udh nyoba berkali kali juga sama aja ayolah ini masih tahap pendaftaran aja udh kek gini nih errornya :)",1,Negatif,kode otp nya ga terkirim udh nyoba berkali kali juga sama aja ayolah ini masih tahap pendaftaran aja udh kek gini nih errornya 
bagus dan mudah dipahami,5,Positif,bagus dan mudah dipahami
"sungguh lama, kenapa kode OTP belum dikirim ?",2,Negatif,sungguh lama kenapa kode otp belum dikirim 
"Reksadana ternyata ada bank penampung jadi klo beda rekening di kenai biaya juga, Dan beli sbn di bareksa sangat tidak rekomend klo bank nya digital, jadi di sini harus bank tertentu untuk beli sbn",5,Positif,reksadana ternyata ada bank penampung jadi klo beda rekening di kenai biaya juga dan beli sbn di bareksa sangat tidak rekomend klo bank nya digital jadi di sini harus bank tertentu untuk beli sbn
Aplikasi yang sangat membantu untuk berinvenstasi tanpa ribet.,5,Positif,aplikasi yang sangat membantu untuk berinvenstasi tanpa ribet
So far puas dgn app bareksa. CS nya terbaik sih. Sayang aja bbrp pembayaran kena fee transaksi & PENGUMUMAN PEMENANG PROMO suka telat bbrp hari dari deadline yg sudah ditentukan bareksa sblmnya. Semoga kedepannya makin bagus pelayanannya. Sukses selalu BAREKSA,5,Positif,so far puas dgn app bareksa cs nya terbaik sih sayang aja bbrp pembayaran kena fee transaksi  pengumuman pemenang promo suka telat bbrp hari dari deadline yg sudah ditentukan bareksa sblmnya semoga kedepannya makin bagus pelayanannya sukses selalu bareksa
kenapa proses pencairan ya begitu lama🔥🔥,2,Negatif,kenapa proses pencairan ya begitu lama
"yaaa sangat bagus apknya,ya semoga kedepannya lebih improf dan bisa dijadikan apk investasi yg dipercaya",5,Positif,yaaa sangat bagus apknyaya semoga kedepannya lebih improf dan bisa dijadikan apk investasi yg dipercaya
Parah mau daftar melalui nik KTP keterangannya saya udah terdaftar padahal saya belum pernah daftar sama sekali,1,Negatif,parah mau daftar melalui nik ktp keterangannya saya udah terdaftar padahal saya belum pernah daftar sama sekali
"Sangat menarik buat inves hanya di app ini nih...mantapp lanjut,.tabungan masa depan",5,Positif,sangat menarik buat inves hanya di app ini nihmantapp lanjuttabungan masa depan
Makin hari makin berat aplikasinya. Tolong diperbaiki lagi,1,Negatif,makin hari makin berat aplikasinya tolong diperbaiki lagi
"Customer servisnya buruk, gaa ada penyelesaian . Kalo bisa selesaikan case sy, saya tambah 🌟🌟🌟🌟 nya.",1,Negatif,customer servisnya buruk gaa ada penyelesaian  kalo bisa selesaikan case sy saya tambah  nya
Tambahkan fitur nabung rutin,4,Positif,tambahkan fitur nabung rutin
Saya gak bisa log in semenjak pembaruan,1,Negatif,saya gak bisa log in semenjak pembaruan
"baru pakai, mudah mengoperasikan nya, sayang masih ada biaya transfer",4,Positif,baru pakai mudah mengoperasikan nya sayang masih ada biaya transfer
untuk buybacknya lama sekali cair/masuk rekening,1,Negatif,untuk buybacknya lama sekali cairmasuk rekening
gak bisa lanjutin pembayaran aplikasinya bug,1,Negatif,gak bisa lanjutin pembayaran aplikasinya bug
Pencairan katanya + 7 hari maksimal... Punyaku hampir 2 minggu padahal lg butuh banget.. Kelamaan prosesnya gk kaya reksa yg di marketplace langsung cair,1,Negatif,pencairan katanya   hari maksimal punyaku hampir  minggu padahal lg butuh banget kelamaan prosesnya gk kaya reksa yg di marketplace langsung cair
"Bareksa makin keren dan mudah digunakan, teruslah jadi favorit investasi ✊🏻👍🏻",5,Positif,bareksa makin keren dan mudah digunakan teruslah jadi favorit investasi 
"Bagus, simple, profit bagus. Ayo invest dibareksa super app",5,Positif,bagus simple profit bagus ayo invest dibareksa super app
Tampilan UI tambah enak dilihat.. Semoga tambah sukses,5,Positif,tampilan ui tambah enak dilihat semoga tambah sukses
"Cukup puas, mungkin pembayaran / top up bisa digratiskan semua",5,Positif,cukup puas mungkin pembayaran  top up bisa digratiskan semua
"Untuk fitur tabungan emas, kan ada Indogold juga ya? Tapi sepertinya menunya tidak ada. Mohon kalau belum siap, informasinya tidak perlu ditampilkan. Terima kasih.",4,Positif,untuk fitur tabungan emas kan ada indogold juga ya tapi sepertinya menunya tidak ada mohon kalau belum siap informasinya tidak perlu ditampilkan terima kasih
Aplikasinya asyik. Renyah 😀. Alhamdulillah lancar-lancar saja.,5,Positif,aplikasinya asyik renyah  alhamdulillah lancarlancar saja
Pembohong dan pendusta berapa kali saya mau menarik penghasilan tidak bisa,4,Positif,pembohong dan pendusta berapa kali saya mau menarik penghasilan tidak bisa
"Sangat simple, responsif dan mudah.. Tinggal klik2 semua beres...",5,Positif,sangat simple responsif dan mudah tinggal klik semua beres
Sangat cocok untuk pemula yang mau belajar investasi seperti saya,5,Positif,sangat cocok untuk pemula yang mau belajar investasi seperti saya
"mohon dibuatkan semacam RDN atau dompet digital biar tidak perlu bolak balik topup, terima kasih",4,Positif,mohon dibuatkan semacam rdn atau dompet digital biar tidak perlu bolak balik topup terima kasih
Upgrade mlah tambh lemot suruh hapusin aplikasi which is important😪,2,Negatif,upgrade mlah tambh lemot suruh hapusin aplikasi which is important
Bareksa keren dan terpercaya. Mudah utk investasi dan mudah untuk melakukan penarikan ke rekening.,5,Positif,bareksa keren dan terpercaya mudah utk investasi dan mudah untuk melakukan penarikan ke rekening
Cukup bagus dan withdraw cepat tidak bertele-tele,5,Positif,cukup bagus dan withdraw cepat tidak berteletele
lebih diperbaiki lagi interfacenya agar lebih menarik,5,Positif,lebih diperbaiki lagi interfacenya agar lebih menarik
"Mau invest aj dipersulit, dasar kocak ni apk, gak profesional sudah berkali-kali ttp aj gagal verifikasi,klo gak bsa gak usah nertbitin ni apk",1,Negatif,mau invest aj dipersulit dasar kocak ni apk gak profesional sudah berkalikali ttp aj gagal verifikasiklo gak bsa gak usah nertbitin ni apk
"Aplikasinya makin hari makin berat, sering kali eror dan hp ngelag krena ram 3gb, mungkin aplikasinya cocok buat hp dengan ram 8gb ke atas.",1,Negatif,aplikasinya makin hari makin berat sering kali eror dan hp ngelag krena ram gb mungkin aplikasinya cocok buat hp dengan ram gb ke atas
"sejauh ini sudah bagus, tinggal tingkatkan untuk service promo saja..",4,Positif,sejauh ini sudah bagus tinggal tingkatkan untuk service promo saja
"Edit: Saya sudah memberikan screenshot mobile banking, menunjukkan nama dan nomor rekening saya sesuai. Dana tetap belum masuk ke rekening. Mending jadikan pengalaman kalian. Akal-bakalan saja saya rasa. Masa iya nama rekening tidak sesuai sudah Jelas² sama. Komentar sebelumnya: Pencairan lebih dari 3 hari. CS meminta foto rekening dengan mengatakan gagal dicairkan karna nama rekening terdaftar berbeda. Tapi di aplikasi tertulis berhasil. Tidak profesional.",1,Negatif,edit saya sudah memberikan screenshot mobile banking menunjukkan nama dan nomor rekening saya sesuai dana tetap belum masuk ke rekening mending jadikan pengalaman kalian akalbakalan saja saya rasa masa iya nama rekening tidak sesuai sudah jelas sama komentar sebelumnya pencairan lebih dari  hari cs meminta foto rekening dengan mengatakan gagal dicairkan karna nama rekening terdaftar berbeda tapi di aplikasi tertulis berhasil tidak profesional
Ini seprti saham bursa efek..sy msh ingat tahun 2000 di jkt.mainkan dengan pikirin tenang dan yakin..tahan ambisi dngn penuh optimis...bareksa fair mudah dipahami oleh pemula sekaligus.. tidak seperti aplikator lain...saya orang surabaya..,5,Positif,ini seprti saham bursa efeksy msh ingat tahun  di jktmainkan dengan pikirin tenang dan yakintahan ambisi dngn penuh optimisbareksa fair mudah dipahami oleh pemula sekaligus tidak seperti aplikator lainsaya orang surabaya
"makin hari app bareksa makin berat, susah untuk dibuka, padahal buka app yg ukurannya lebih besar dari bareksa bisa, tapi ini susah, restart hp, clear chache sudah tidak mempan.",2,Negatif,makin hari app bareksa makin berat susah untuk dibuka padahal buka app yg ukurannya lebih besar dari bareksa bisa tapi ini susah restart hp clear chache sudah tidak mempan
"Mantap, banyak promo nya",5,Positif,mantap banyak promo nya
termasuk cepat sih pembelian 2 hari kerja..beda sama di bibit sampe 3 ke 4 hari,5,Positif,termasuk cepat sih pembelian  hari kerjabeda sama di bibit sampe  ke  hari
Kemarin di sebelah sekarang di Bareksa saya suka di bareksa banyak pilihan produknya terima kasih 🙏,5,Positif,kemarin di sebelah sekarang di bareksa saya suka di bareksa banyak pilihan produknya terima kasih 
fiturnya baik semua... mudah dipelajari... cocok utk pemula...,5,Positif,fiturnya baik semua mudah dipelajari cocok utk pemula
Buat investasi si ok. Tapi hati-hati kalo ada masalah pengembalian dana. Proses ribet banget surat pernyataan ini itu modal materai pulak. Return invest aja nggk kebeli materai. 7hari kerja proses lama. Blm tentu acc lagi. Lama lagi. Padahal apps lain kalo ada masalah di kasih bukti transfer dan nomer pesanan bisa langsung refund. Buat temen2 mohon sangat hati2 jangan sampai salah dan bermasalah dana ama Bareksa RIBET. mau di pakai uangnya malah nyangkut sampai skrng dr tgl 6 feb 2023.,1,Negatif,buat investasi si ok tapi hatihati kalo ada masalah pengembalian dana proses ribet banget surat pernyataan ini itu modal materai pulak return invest aja nggk kebeli materai hari kerja proses lama blm tentu acc lagi lama lagi padahal apps lain kalo ada masalah di kasih bukti transfer dan nomer pesanan bisa langsung refund buat temen mohon sangat hati jangan sampai salah dan bermasalah dana ama bareksa ribet mau di pakai uangnya malah nyangkut sampai skrng dr tgl  feb 
"User friendly,jadi mudah banget buat dipake sama digunainnya.kurangnya, masih belum ada auto investasi.",5,Positif,user friendlyjadi mudah banget buat dipake sama digunainnyakurangnya masih belum ada auto investasi
"Dulu bareksa adalah aplikasi yg paling joss... tp skrg sudah gue tarik smw duitnya & aplikasi ini gw hapus. Karena portal investasinya tidak lengkap, fitur yang ditampilkan juga tidak lengkap, dan ada biaya untuk setiap transaksi penambahan dana.",1,Negatif,dulu bareksa adalah aplikasi yg paling joss tp skrg sudah gue tarik smw duitnya  aplikasi ini gw hapus karena portal investasinya tidak lengkap fitur yang ditampilkan juga tidak lengkap dan ada biaya untuk setiap transaksi penambahan dana
"Suka Bangett sama Bareksaa, Real Aplikasi Super App.. aplikasinya banyak pilihannya lengkap juga makin suka deh ama bareksa😍😍",5,Positif,suka bangett sama bareksaa real aplikasi super app aplikasinya banyak pilihannya lengkap juga makin suka deh ama bareksa
"Saya dulu sudah daftar, tapi hp saya yang lama udah hilang dan saya gak ingat email sama password nya sedang kan pas saya mau coba daftar ga bisa lagi karena no KTP nya sudah terdaftar, gimana ya solusinya.",1,Negatif,saya dulu sudah daftar tapi hp saya yang lama udah hilang dan saya gak ingat email sama password nya sedang kan pas saya mau coba daftar ga bisa lagi karena no ktp nya sudah terdaftar gimana ya solusinya
"Menarik mudah digunakan, visualisasi portofolio juga mudah dipahami",5,Positif,menarik mudah digunakan visualisasi portofolio juga mudah dipahami
Tanggal pencairan berubah-ubah dan tidak bisa switch produk terkendala nomor OTP,2,Negatif,tanggal pencairan berubahubah dan tidak bisa switch produk terkendala nomor otp
"Untuk roboadvisornya tolong dibikin otomatis aja mengikuti perkembangan pasar, jadi saya ngga ngebuang buang waktu dan biaya untuk jual beli untuk menyeimbangkan portofolio saya, kelamaan. Bukannya untung malah ribet",1,Negatif,untuk roboadvisornya tolong dibikin otomatis aja mengikuti perkembangan pasar jadi saya ngga ngebuang buang waktu dan biaya untuk jual beli untuk menyeimbangkan portofolio saya kelamaan bukannya untung malah ribet
