content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo
"Aku Uninstall dulu. Dulu perna daftar dan mau di lanjutkan SUSAH. Ganti Bibit, bea admin lebih murah",1,Negatif,aku uninstall dulu dulu perna daftar dan mau di lanjutkan susah ganti bibit bea admin lebih murah,uninstall perna daftar lanjutkan susah ganti bibit bea admin murah,"['uninstall', 'perna', 'daftar', 'lanjutkan', 'susah', 'ganti', 'bibit', 'bea', 'admin', 'murah']",uninstall perna daftar lanjut susah ganti bibit bea admin murah
"Withdraw super lama, biaya jual/beli terlalu byk... Fix balik ke sebelah ajalah... Ga ribet dan gampang withdraw... Fix bakal ku uninstal nih aplikasi ...",1,Negatif,withdraw super lama biaya jualbeli terlalu byk fix balik ke sebelah ajalah ga ribet dan gampang withdraw fix bakal ku uninstal nih aplikasi ,withdraw super biaya jualbeli byk fix sebelah ajalah ga ribet gampang withdraw fix ku uninstal nih aplikasi,"['withdraw', 'super', 'biaya', 'jualbeli', 'byk', 'fix', 'sebelah', 'ajalah', 'ga', 'ribet', 'gampang', 'withdraw', 'fix', 'ku', 'uninstal', 'nih', 'aplikasi']",withdraw super biaya jualbeli byk fix belah aja ga ribet gampang withdraw fix ku uninstal nih aplikasi
Sudah perna daftar BAREKSA dulu tp belum tuntas. Sekarang mau di lanjutkan sudah tdk bisa. Tanya CS malah di suruh kirim WA KTP. Takut di salah gunakan. Mending pakai aplikasi lain. BIBIT kata teman juga Sangat BAGUS,1,Negatif,sudah perna daftar bareksa dulu tp belum tuntas sekarang mau di lanjutkan sudah tdk bisa tanya cs malah di suruh kirim wa ktp takut di salah gunakan mending pakai aplikasi lain bibit kata teman juga sangat bagus,perna daftar bareksa tp tuntas lanjutkan tdk cs suruh kirim wa ktp takut salah mending pakai aplikasi bibit teman bagus,"['perna', 'daftar', 'bareksa', 'tp', 'tuntas', 'lanjutkan', 'tdk', 'cs', 'suruh', 'kirim', 'wa', 'ktp', 'takut', 'salah', 'mending', 'pakai', 'aplikasi', 'bibit', 'teman', 'bagus']",perna daftar bareksa tp tuntas lanjut tdk cs suruh kirim wa ktp takut salah mending pakai aplikasi bibit teman bagus
"Informasi cs dan sistem nya tidak jelas, disuruh perbaiki data upload ulang foto selfie. Tpi tidak ada fitur untuk upload foto nya",1,Negatif,informasi cs dan sistem nya tidak jelas disuruh perbaiki data upload ulang foto selfie tpi tidak ada fitur untuk upload foto nya,informasi cs sistem nya disuruh perbaiki data upload ulang foto selfie tpi fitur upload foto nya,"['informasi', 'cs', 'sistem', 'nya', 'disuruh', 'perbaiki', 'data', 'upload', 'ulang', 'foto', 'selfie', 'tpi', 'fitur', 'upload', 'foto', 'nya']",informasi cs sistem nya suruh baik data upload ulang foto selfie tpi fitur upload foto nya
aplikasi investasi yang sangat membantu,5,Positif,aplikasi investasi yang sangat membantu,aplikasi investasi membantu,"['aplikasi', 'investasi', 'membantu']",aplikasi investasi bantu
"Sangat berguna untuk orang yg ingin menabung dengan aman, nyaman",5,Positif,sangat berguna untuk orang yg ingin menabung dengan aman nyaman,berguna orang yg menabung aman nyaman,"['berguna', 'orang', 'yg', 'menabung', 'aman', 'nyaman']",guna orang yg tabung aman nyaman
"terima kasih, sudah memberikan yang terbaik",5,Positif,terima kasih sudah memberikan yang terbaik,terima kasih terbaik,"['terima', 'kasih', 'terbaik']",terima kasih baik
"Cs super lambat dan parah banget gak dibales2. Kayaknya bareksa mesti ganti vendor buat pembelian melalui VA? Ya atau di fix tolong, pembelian gw gak masuk2 padahal VA harusnya otomatis. Terus kalo mau maintenance tolong kasih notifikasi, tolong diblok dulu untuk transaksi biar kitanya gak nyangkut. Payah 👎",1,Negatif,cs super lambat dan parah banget gak dibales kayaknya bareksa mesti ganti vendor buat pembelian melalui va ya atau di fix tolong pembelian gw gak masuk padahal va harusnya otomatis terus kalo mau maintenance tolong kasih notifikasi tolong diblok dulu untuk transaksi biar kitanya gak nyangkut payah ,cs super lambat parah banget gak dibales kayaknya bareksa mesti ganti vendor pembelian va ya fix tolong pembelian gw gak masuk va otomatis kalo maintenance tolong kasih notifikasi tolong diblok transaksi biar kitanya gak nyangkut payah,"['cs', 'super', 'lambat', 'parah', 'banget', 'gak', 'dibales', 'kayaknya', 'bareksa', 'mesti', 'ganti', 'vendor', 'pembelian', 'va', 'ya', 'fix', 'tolong', 'pembelian', 'gw', 'gak', 'masuk', 'va', 'otomatis', 'kalo', 'maintenance', 'tolong', 'kasih', 'notifikasi', 'tolong', 'diblok', 'transaksi', 'biar', 'kitanya', 'gak', 'nyangkut', 'payah']",cs super lambat parah banget gak dibales kayak bareksa mesti ganti vendor beli va ya fix tolong beli gw gak masuk va otomatis kalo maintenance tolong kasih notifikasi tolong blok transaksi biar kita gak nyangkut payah
"Bareksa live chatnya g solutif, lambat dan menggantung. Uang 5 jt sy sudah masuk apa blm krn aps sy sttusnya menunggu pembayaran dan ketika sy klik malah ke menu pembayaran lg seolah² buat transaksi baru dan sy blm bayar. jawabannya muter² dr jam 5 pagi sampe jam 9. Udah masuk belum uang sy?? Knp sttus saya begitu? Beda bgt sama pelayanan bibit",1,Negatif,bareksa live chatnya g solutif lambat dan menggantung uang  jt sy sudah masuk apa blm krn aps sy sttusnya menunggu pembayaran dan ketika sy klik malah ke menu pembayaran lg seolah buat transaksi baru dan sy blm bayar jawabannya muter dr jam  pagi sampe jam  udah masuk belum uang sy knp sttus saya begitu beda bgt sama pelayanan bibit,bareksa live chatnya g solutif lambat menggantung uang jt sy masuk blm krn aps sy sttusnya menunggu pembayaran sy klik menu pembayaran lg transaksi sy blm bayar jawabannya muter dr jam pagi sampe jam udah masuk uang sy knp sttus beda bgt pelayanan bibit,"['bareksa', 'live', 'chatnya', 'g', 'solutif', 'lambat', 'menggantung', 'uang', 'jt', 'sy', 'masuk', 'blm', 'krn', 'aps', 'sy', 'sttusnya', 'menunggu', 'pembayaran', 'sy', 'klik', 'menu', 'pembayaran', 'lg', 'transaksi', 'sy', 'blm', 'bayar', 'jawabannya', 'muter', 'dr', 'jam', 'pagi', 'sampe', 'jam', 'udah', 'masuk', 'uang', 'sy', 'knp', 'sttus', 'beda', 'bgt', 'pelayanan', 'bibit']",bareksa live chatnya g solutif lambat gantung uang jt sy masuk blm krn aps sy sttusnya tunggu bayar sy klik menu bayar lg transaksi sy blm bayar jawab muter dr jam pagi sampe jam udah masuk uang sy knp sttus beda bgt layan bibit
"aplikasi mudah untuk investasi, semoga aman dan tidak kena virus",4,Positif,aplikasi mudah untuk investasi semoga aman dan tidak kena virus,aplikasi mudah investasi semoga aman kena virus,"['aplikasi', 'mudah', 'investasi', 'semoga', 'aman', 'kena', 'virus']",aplikasi mudah investasi moga aman kena virus
"Skrg semuanya pake admin, juga SPT tahunan, belum lg skrg muncul virus""apa tau jadi ribet buat investasi",1,Negatif,skrg semuanya pake admin juga spt tahunan belum lg skrg muncul virusapa tau jadi ribet buat investasi,skrg pake admin spt tahunan lg skrg muncul virusapa tau ribet investasi,"['skrg', 'pake', 'admin', 'spt', 'tahunan', 'lg', 'skrg', 'muncul', 'virusapa', 'tau', 'ribet', 'investasi']",skrg pake admin spt tahun lg skrg muncul virusapa tau ribet investasi
cukup mudah transaksi di bareksa,5,Positif,cukup mudah transaksi di bareksa,mudah transaksi bareksa,"['mudah', 'transaksi', 'bareksa']",mudah transaksi bareksa
"Menurut scanning antivirus Avast aplikasi Bareksa terindikasi sebuah virus yg jahat, jadi saya langsung menghapusnya. Tolong pihak Bareksa berikan penjelasannya.",1,Negatif,menurut scanning antivirus avast aplikasi bareksa terindikasi sebuah virus yg jahat jadi saya langsung menghapusnya tolong pihak bareksa berikan penjelasannya,scanning antivirus avast aplikasi bareksa terindikasi virus yg jahat langsung menghapusnya tolong bareksa penjelasannya,"['scanning', 'antivirus', 'avast', 'aplikasi', 'bareksa', 'terindikasi', 'virus', 'yg', 'jahat', 'langsung', 'menghapusnya', 'tolong', 'bareksa', 'penjelasannya']",scanning antivirus avast aplikasi bareksa indikasi virus yg jahat langsung hapus tolong bareksa jelas
terdeteksi mengandung virus trojan,1,Negatif,terdeteksi mengandung virus trojan,terdeteksi mengandung virus trojan,"['terdeteksi', 'mengandung', 'virus', 'trojan']",deteksi kandung virus trojan
"Bagaimana penanganannya app bareksa bevirus, terdeteksi langsung dari hp saya. Tolong di tangani. Sudah di tangani Terimakasih",4,Positif,bagaimana penanganannya app bareksa bevirus terdeteksi langsung dari hp saya tolong di tangani sudah di tangani terimakasih,penanganannya app bareksa bevirus terdeteksi langsung hp tolong tangani tangani terimakasih,"['penanganannya', 'app', 'bareksa', 'bevirus', 'terdeteksi', 'langsung', 'hp', 'tolong', 'tangani', 'tangani', 'terimakasih']",tangan app bareksa bevirus deteksi langsung hp tolong tangan tangan terimakasih
"pakai bareksa dari 2019, alhamdulillah bagus terus",5,Positif,pakai bareksa dari  alhamdulillah bagus terus,pakai bareksa alhamdulillah bagus,"['pakai', 'bareksa', 'alhamdulillah', 'bagus']",pakai bareksa alhamdulillah bagus
Fitur2nya mudah dipahami dan juga mudah digunakan.,5,Positif,fiturnya mudah dipahami dan juga mudah digunakan,fiturnya mudah dipahami mudah,"['fiturnya', 'mudah', 'dipahami', 'mudah']",fiturnya mudah paham mudah
"Aplikasinya bagus, mudah digunakan, dan aman untuk berinvestasi",5,Positif,aplikasinya bagus mudah digunakan dan aman untuk berinvestasi,aplikasinya bagus mudah aman berinvestasi,"['aplikasinya', 'bagus', 'mudah', 'aman', 'berinvestasi']",aplikasi bagus mudah aman investasi
Kerren dan praktis,5,Positif,kerren dan praktis,kerren praktis,"['kerren', 'praktis']",kerren praktis
cara ngundang orang lain gimana ? atau untuk menyebar kode refferal kita ke orang lain ?,4,Positif,cara ngundang orang lain gimana  atau untuk menyebar kode refferal kita ke orang lain ,ngundang orang gimana menyebar kode refferal orang,"['ngundang', 'orang', 'gimana', 'menyebar', 'kode', 'refferal', 'orang']",ngundang orang gimana sebar kode refferal orang
"Verifikasi susah banget, udh seminggu lebih blm di acc juga, payah",1,Negatif,verifikasi susah banget udh seminggu lebih blm di acc juga payah,verifikasi susah banget udh seminggu blm acc payah,"['verifikasi', 'susah', 'banget', 'udh', 'seminggu', 'blm', 'acc', 'payah']",verifikasi susah banget udh minggu blm acc payah
"Bagus dan belum pernah error, Aplikasi luar biasa sukses Bareksa thank you.",5,Positif,bagus dan belum pernah error aplikasi luar biasa sukses bareksa thank you,bagus error aplikasi sukses bareksa thank you,"['bagus', 'error', 'aplikasi', 'sukses', 'bareksa', 'thank', 'you']",bagus error aplikasi sukses bareksa thank you
Selamat datang semuga kita semua dalam lindungan Allah SWT amin barokallah,5,Positif,selamat datang semuga kita semua dalam lindungan allah swt amin barokallah,selamat semuga lindungan allah swt amin barokallah,"['selamat', 'semuga', 'lindungan', 'allah', 'swt', 'amin', 'barokallah']",selamat semuga lindung allah swt amin barokallah
"Kk,sy hub cs ngak di balas sudah berapa kali,apa bareksa sekarang mulai pendiam,uang sy walau pun saldo nya kecil tapi sy sangat memerlukan nya kk,mandiri Investa cerdas bangsa kelasA telah tutup,kok ambil uang di persulit pakai saldo harus 250 juta segala,tolong kah OJK mohon di urus sy jadi tidak percaya lagi dgn aplikasi ini tolonglah sy org kecil,jangan di persulit",1,Negatif,kksy hub cs ngak di balas sudah berapa kaliapa bareksa sekarang mulai pendiamuang sy walau pun saldo nya kecil tapi sy sangat memerlukan nya kkmandiri investa cerdas bangsa kelasa telah tutupkok ambil uang di persulit pakai saldo harus  juta segalatolong kah ojk mohon di urus sy jadi tidak percaya lagi dgn aplikasi ini tolonglah sy org keciljangan di persulit,kksy hub cs ngak balas kaliapa bareksa pendiamuang sy saldo nya sy nya kkmandiri investa cerdas bangsa kelasa tutupkok ambil uang persulit pakai saldo juta segalatolong kah ojk mohon urus sy percaya dgn aplikasi tolonglah sy org keciljangan persulit,"['kksy', 'hub', 'cs', 'ngak', 'balas', 'kaliapa', 'bareksa', 'pendiamuang', 'sy', 'saldo', 'nya', 'sy', 'nya', 'kkmandiri', 'investa', 'cerdas', 'bangsa', 'kelasa', 'tutupkok', 'ambil', 'uang', 'persulit', 'pakai', 'saldo', 'juta', 'segalatolong', 'kah', 'ojk', 'mohon', 'urus', 'sy', 'percaya', 'dgn', 'aplikasi', 'tolonglah', 'sy', 'org', 'keciljangan', 'persulit']",kksy hub cs ngak balas kaliapa bareksa pendiamuang sy saldo nya sy nya kkmandiri investa cerdas bangsa kelasa tutupkok ambil uang sulit pakai saldo juta segalatolong kah ojk mohon urus sy percaya dgn aplikasi tolong sy org keciljangan sulit
"Bagus aplikasinya, sangat lengkap dan simple",5,Positif,bagus aplikasinya sangat lengkap dan simple,bagus aplikasinya lengkap simple,"['bagus', 'aplikasinya', 'lengkap', 'simple']",bagus aplikasi lengkap simple
Tolong iklan nya jgn timbul terus walaupun hape lagi nggak di gunakan..,4,Positif,tolong iklan nya jgn timbul terus walaupun hape lagi nggak di gunakan,tolong iklan nya jgn timbul hape nggak,"['tolong', 'iklan', 'nya', 'jgn', 'timbul', 'hape', 'nggak']",tolong iklan nya jgn timbul hape nggak
"proses pendaftaran sangat buruk , alasan foto selfie tidak sesuai kartu identitas padahal kartu dan foto selfie pribadi foto pun juga sudah sangat jelas. chat dengan cs juga tidak mendapat solusi hanya disuruh mengulang dan hasilnya sama",1,Negatif,proses pendaftaran sangat buruk  alasan foto selfie tidak sesuai kartu identitas padahal kartu dan foto selfie pribadi foto pun juga sudah sangat jelas chat dengan cs juga tidak mendapat solusi hanya disuruh mengulang dan hasilnya sama,proses pendaftaran buruk alasan foto selfie sesuai kartu identitas kartu foto selfie pribadi foto chat cs solusi disuruh mengulang hasilnya,"['proses', 'pendaftaran', 'buruk', 'alasan', 'foto', 'selfie', 'sesuai', 'kartu', 'identitas', 'kartu', 'foto', 'selfie', 'pribadi', 'foto', 'chat', 'cs', 'solusi', 'disuruh', 'mengulang', 'hasilnya']",proses daftar buruk alas foto selfie sesuai kartu identitas kartu foto selfie pribadi foto chat cs solusi suruh ulang hasil
Investasi jadi lebih mudah semudah genggaman,5,Positif,investasi jadi lebih mudah semudah genggaman,investasi mudah semudah genggaman,"['investasi', 'mudah', 'semudah', 'genggaman']",investasi mudah mudah genggam
CS cepat respon dan menyelesaikan masalah saya sebelumnya.,5,Positif,cs cepat respon dan menyelesaikan masalah saya sebelumnya,cs cepat respon menyelesaikan,"['cs', 'cepat', 'respon', 'menyelesaikan']",cs cepat respon selesai
Siiip lumyan berubah tampilanya,5,Positif,siiip lumyan berubah tampilanya,siiip lumyan berubah tampilanya,"['siiip', 'lumyan', 'berubah', 'tampilanya']",siiip lumyan ubah tampilanya
"Mau uninstall nih, benar² mengecewakan widthdraw kena fee dan lemot banget. Begitu juga saat pembelian emas minta data dan harus verifikasi ulang lagi",1,Negatif,mau uninstall nih benar mengecewakan widthdraw kena fee dan lemot banget begitu juga saat pembelian emas minta data dan harus verifikasi ulang lagi,uninstall nih mengecewakan widthdraw kena fee lemot banget pembelian emas data verifikasi ulang,"['uninstall', 'nih', 'mengecewakan', 'widthdraw', 'kena', 'fee', 'lemot', 'banget', 'pembelian', 'emas', 'data', 'verifikasi', 'ulang']",uninstall nih kecewa widthdraw kena fee lot banget beli emas data verifikasi ulang
"Bareksa yang baik, saran saja, buatlah RDN di App nya agar gak ribet klu mau invest, jujur jadi agak malas, karena ribet transaksinya, semoga ada solusi, trims",5,Positif,bareksa yang baik saran saja buatlah rdn di app nya agar gak ribet klu mau invest jujur jadi agak malas karena ribet transaksinya semoga ada solusi trims,bareksa saran buatlah rdn app nya gak ribet klu invest jujur malas ribet transaksinya semoga solusi trims,"['bareksa', 'saran', 'buatlah', 'rdn', 'app', 'nya', 'gak', 'ribet', 'klu', 'invest', 'jujur', 'malas', 'ribet', 'transaksinya', 'semoga', 'solusi', 'trims']",bareksa saran buat rdn app nya gak ribet klu invest jujur malas ribet transaksi moga solusi trims
"KTP Seumur Hidup dibilang bukan e-KTP, verifikator bareksa lawak, Pakai Bibit aja",1,Negatif,ktp seumur hidup dibilang bukan ektp verifikator bareksa lawak pakai bibit aja,ktp seumur hidup dibilang ektp verifikator bareksa lawak pakai bibit aja,"['ktp', 'seumur', 'hidup', 'dibilang', 'ektp', 'verifikator', 'bareksa', 'lawak', 'pakai', 'bibit', 'aja']",ktp umur hidup bilang ektp verifikator bareksa lawak pakai bibit aja
"Masih baru, aplikasinya mudah dipahami dan panduannya juga ok aku mulai investasi di bareksa.",5,Positif,masih baru aplikasinya mudah dipahami dan panduannya juga ok aku mulai investasi di bareksa,aplikasinya mudah dipahami panduannya ok investasi bareksa,"['aplikasinya', 'mudah', 'dipahami', 'panduannya', 'ok', 'investasi', 'bareksa']",aplikasi mudah paham pandu ok investasi bareksa
"Kenapa saya tidak bisa melakukan pembelian? Tidak muncul halaman pembayaran, yg ada cuma blank, Layar putih aja.",2,Negatif,kenapa saya tidak bisa melakukan pembelian tidak muncul halaman pembayaran yg ada cuma blank layar putih aja,pembelian muncul halaman pembayaran yg blank layar putih aja,"['pembelian', 'muncul', 'halaman', 'pembayaran', 'yg', 'blank', 'layar', 'putih', 'aja']",beli muncul halaman bayar yg blank layar putih aja
"Tolong tambahkan fitur ahli waris, karena akan sangat membantu utk pengguna dan lebih merasa secure, thanks",5,Positif,tolong tambahkan fitur ahli waris karena akan sangat membantu utk pengguna dan lebih merasa secure thanks,tolong tambahkan fitur ahli waris membantu utk pengguna secure thanks,"['tolong', 'tambahkan', 'fitur', 'ahli', 'waris', 'membantu', 'utk', 'pengguna', 'secure', 'thanks']",tolong tambah fitur ahli waris bantu utk guna secure thanks
saya kira ini sesuatu yang bagus buat investasi,5,Positif,saya kira ini sesuatu yang bagus buat investasi,bagus investasi,"['bagus', 'investasi']",bagus investasi
Kenapa kadang aplikasinya ngga bisa di buka? Padahal sudah di update loh...,2,Negatif,kenapa kadang aplikasinya ngga bisa di buka padahal sudah di update loh,kadang aplikasinya ngga buka update loh,"['kadang', 'aplikasinya', 'ngga', 'buka', 'update', 'loh']",kadang aplikasi ngga buka update loh
"Panut di coba, kapan lagi meningkatkan aset",5,Positif,panut di coba kapan lagi meningkatkan aset,panut coba meningkatkan aset,"['panut', 'coba', 'meningkatkan', 'aset']",panut coba tingkat aset
"aplikasinya berat, biaya admin lumayan, cs gak responsif, gak bisa membatalkan order, kena fee materai meski cuma order dibawah 10jt dan ada orderan lain yg gak bisa dibatalkan meski keesokan harinya pasti batal",1,Negatif,aplikasinya berat biaya admin lumayan cs gak responsif gak bisa membatalkan order kena fee materai meski cuma order dibawah jt dan ada orderan lain yg gak bisa dibatalkan meski keesokan harinya pasti batal,aplikasinya berat biaya admin lumayan cs gak responsif gak membatalkan order kena fee materai order dibawah jt orderan yg gak dibatalkan keesokan harinya batal,"['aplikasinya', 'berat', 'biaya', 'admin', 'lumayan', 'cs', 'gak', 'responsif', 'gak', 'membatalkan', 'order', 'kena', 'fee', 'materai', 'order', 'dibawah', 'jt', 'orderan', 'yg', 'gak', 'dibatalkan', 'keesokan', 'harinya', 'batal']",aplikasi berat biaya admin lumayan cs gak responsif gak batal order kena fee materai order bawah jt order yg gak batal esok hari batal
"Aku coba dulu, nanti kalo bagus aku tambah yah",1,Negatif,aku coba dulu nanti kalo bagus aku tambah yah,coba kalo bagus yah,"['coba', 'kalo', 'bagus', 'yah']",coba kalo bagus yah
bagus untuk yg ingin investasi aman,5,Positif,bagus untuk yg ingin investasi aman,bagus yg investasi aman,"['bagus', 'yg', 'investasi', 'aman']",bagus yg investasi aman
mudah dipahami,4,Positif,mudah dipahami,mudah dipahami,"['mudah', 'dipahami']",mudah paham
"Rdpu yang seharusnya masa pencarian nya tidak lama,jadi sangat lama..hingga berhari hari. Parah",2,Negatif,rdpu yang seharusnya masa pencarian nya tidak lamajadi sangat lamahingga berhari hari parah,rdpu pencarian nya lamajadi lamahingga berhari parah,"['rdpu', 'pencarian', 'nya', 'lamajadi', 'lamahingga', 'berhari', 'parah']",rdpu cari nya lamajadi lamahingga hari parah
