reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
9874b4f0-78c2-41be-8759-f94aa4078c83,Dvvann,https://play-lh.googleusercontent.com/a/ACg8ocKB5X-yt8s0_4wG_zxerrPwTV7e8rdS38vvzSgSwtTr=mo,"Aneh mulai kemarin aplikasinya tidak bisa di buka, error perbaiki bug. Kesel banget aplikasi tidak bisa di buka muali kemarin",1,3,3.63.2,2023-08-15 23:51:41,"Hai kak, pastikan jaringan internet kakak stabil. Silakan gunakan jaringan lain lalu coba force close & clear cache terlebih dahulu ya. Jika masih terkendala harap langsung menghubungi live chat Bibit atau WA +622150864230 agar tim support Bibit dapat segera bantu lebih lanjut masalah kakak. Terima kasih",2023-08-16 02:23:12,3.63.2
7581fcca-1001-46c1-9f2d-1b8c8d43e7d4,E L V I O,https://play-lh.googleusercontent.com/a-/ALV-UjUQ1qRaAvyrU6iEg5va703th_d_UR7-QbefcH-N7s8IRjWe,"""Terima kasih Bibit! Dengan aplikasi ini, saya bisa berinvestasi dengan hanya beberapa klik. Saya sangat suka fitur diversifikasi portofolio yang mereka tawarkan.""",5,6,3.63.2,2023-08-24 14:12:19,,,3.63.2
686cf41e-57f3-4705-8ba5-cb7a01100cbc,Robby Sulaiman,https://play-lh.googleusercontent.com/a-/ALV-UjWNarUkoluqLXlQuaDSdSrE_szfMZHdq--4EDKeX1NEUA,Aplikasinya keren untuk pemula dan pemuda yang bingung ingin gunakan uangnya selain hanya nabung tapi ingin buka usaha tapi gak pandai dagang.,5,29,3.62.0,2023-07-21 13:00:27,,,3.62.0
6cea27e4-68fa-49d4-89b0-333dbbf24121,Isra Mirandi,https://play-lh.googleusercontent.com/a/ACg8ocI3xJwAIreHkM20gboBXbGwZ86oMbvR447_0wdSHqkJ=mo,"aplikasi ny sangat bagus, mulai dari UI/UX sangat memudahkan bagi para investor pemula seperti saya, dan saya sangat menyukai aplikasi ini good job bibit💪",5,2,3.63.2,2023-08-16 03:15:23,,,3.63.2
2d9c25d0-c510-44c2-a145-33a08857b061,Elga Rian Ardiyansa,https://play-lh.googleusercontent.com/a/ACg8ocKHsDkMF6VFMZ00JIwKQjHX2_iaMdaMmng6YRc19XCm=mo,Sekedar saran untuk update bibit kedepannya.. tolong untuk fitur nabung rutin jangan diperuntukkan untuk Reksadana saja. Tetapi bisa untuk saham dan obligasi FR.. agar kami bisa pakai fitur nabung rutin tersebut diberbagai instrumen investasi.. terima kasih,5,31,3.63.1,2023-08-07 12:21:54,,,3.63.1
249b191b-7baf-4245-a225-cda476613992,Ricky Wardiansyah,https://play-lh.googleusercontent.com/a-/ALV-UjU3RZhSjmNSzBjIK4WE78znVwUNdiLU71ClVCSaf2MgZA,"ada masalah apa ? setiap kali jual selalu gagal, padahal sudah klik jual dan saya tidak klik cancel, sudah 3x terjadi",1,0,3.64.3,2023-09-07 12:40:38,"Hai kak, mohon maaf atas ketidaknyamanannya. Untuk kendala tersebut silakan langsung hubungi layanan live chat atau WA +622150864230, tim support kami pasti segera membantu masalah kakak. Kakak juga bisa sertakan detail screenshot/screen record video atas kendalanya ya. Terima kasih
",2023-09-08 01:16:20,3.64.3
32e6d31d-e9e7-47a8-97df-6367251a55c4,Suarby,https://play-lh.googleusercontent.com/a-/ALV-UjWhVNaZb_YDC5bommF0Oiajpyg5Eh3cQr2SFBQiE83dORc,"Butuh waktu yang sangat lama hanya untuk menjual/menarik uang ke dalam saldo rekening, bahkan sudah melebihi waktu yang ditentukan dalam aplikasi untuk saldo itu masuk rekening.",1,13,3.60.0,2023-06-27 14:44:09,"Hai kak, dana penjualan dikirim Bank Kustodian ke rekening terdaftar di Bibit sesuai ketentuan OJK maks 3 hari kerja utk RD Pasar Uang dan maks 7 hari kerja utk RD Saham & Obligasi. Pastikan rekening aktif dan cek mutasi rekening di waktu tsb. Info lebih lanjut hubungi live chat Bibit/WA +622150864230, tim support kami pasti akan membantu. Trims",2023-06-28 05:09:05,3.60.0
d90464ef-beef-4a05-8f56-e7b9d03891e3,Irma Prafita,https://play-lh.googleusercontent.com/a/ACg8ocL4w0NyIUduVDt711HfnEZiaMChr59VWwfhtkDY2-VH=mo,"jangan takut gagal,mencobalah daripada tidak sama sekali. Aplikasi ini rekomended banget bagi para pemula khususnya yang bingung mengelola keuangan",4,3,3.62.0,2023-07-25 16:08:29,,,3.62.0
3de02141-901a-49bf-a4b5-dccc636ef7cf,divana a,https://play-lh.googleusercontent.com/a-/ALV-UjX9pNv11NYSwvuKiyc_WLqVTK63Fb37QB3qCHK2crUJyvI,"Keren banget, fiturnya simple mudah dimengerti buat pemula trus banyak juga penjelasan tentang investasi *Pakai kode reffeal ini : inevstasimudah , kalo mau dapet cashback dari bibit saat mendaftar khusus pengguna baru, Semangat Investasi !",5,23,3.60.1,2023-07-28 01:39:33,,,3.60.1
0839591a-369b-4f7a-9877-a408de67863c,Muhammad Fikri,https://play-lh.googleusercontent.com/a-/ALV-UjVAxQnLl6Lm88pfMp97CKOoaVQoX3HDSKOq3YGiHemh97g,"Mantap, aplikasi keren 👍🏻. Cocok buat pemula yang mau belajar investasi. juga ada robo advisornya jadi nanti di kasih tau investasi yang cocok sesuai dengan tingkat resiko yang mau kita terima..",5,0,3.62.1,2023-08-18 00:42:28,,,3.62.1
c691ee3f-f1d9-4a9b-bbd7-1cec488eb4b4,Anggar AZA,https://play-lh.googleusercontent.com/a-/ALV-UjXn8FwZ5cIYTEKPjV6qfv6Tjm9LB2h5nRtkNwpSOtslIIA,Saya suka sama om Dedi. Kalo ngomong apa ada nya. karna iklan nya dari om Dedi jadi saya percaya apk ini😅,5,0,3.64.1,2023-08-27 05:49:06,,,3.64.1
30ad8480-1ce5-4d0e-9ca9-be7d6c8eda1b,ronika pasaribu,https://play-lh.googleusercontent.com/a-/ALV-UjWpfi6wPHu_3F1oT57XC0hwXxLztZRP07Q-y__wNHUSZ-E,"Gila aplikasi aneh, masak dana masuk ke saldo RDN di aplikasi aja 7Hk, sementara diaplikasi lain hanya T2 Dana masuk saldo RDN 7HK, kalau lakui intruksi penarikan dana bisa lagi nambah waltu ya? Pdhal aplikasi lain juga saldo masuk ke bank kustodian, tapi gak selama ini jg.",1,1,3.62.1,2023-08-10 12:24:00,"Hai kak, proses penjualan saham di Bibit sama saja sesuai ketentuan Bursa. Proses penyelesaian transaksi membutuhkan waktu T+2 bursa dan dana hasil penjualan akan masuk menjadi saldo RDN Wallet keesokan hari setelah settlement selesai. Info lebih lanjut hubungi live chat Bibit/WA +622150864230, tim support kami pasti akan membantu. Trims",2023-08-10 13:33:18,3.62.1
61823740-a47d-4efc-a251-ae3db9c70d4d,Moch Soleh,https://play-lh.googleusercontent.com/a-/ALV-UjXqIZjFcF2l-iDFNnysiX0xORIZI_gmCS7hnowaeHUcW2c,Aplikasi investasi yang bagus dengan fitur yang lengkap. Sangat membantu dalam berinvestasi.,5,0,3.64.3,2023-09-05 04:50:48,,,3.64.3
11f1463c-4e80-4d22-a83e-6c50015e655f,Naufal Tegar,https://play-lh.googleusercontent.com/a-/ALV-UjXqLyj2xAZvxLOUPdAsIXXDjfykb_YHrqAT8EkjouJ2Fg,"Dari segi fitur itu udah sangat bagus sih, tapi masih ada 1 kekurangan yaitu sistem penarikan nya, itu benar benar memakan cukup waktu lama, bisa sampai 6 hari/lebih",3,23,3.60.1,2023-07-23 00:36:28,,,3.60.1
65aa7525-3812-4837-9bb8-73802cfa9a1f,Umar Said,https://play-lh.googleusercontent.com/a/ACg8ocIZBfHwNUQnZAEstJzCzqWoiZFVLaksHiy7Vc-8ZYyK=mo,"Tingkatkan lagi pelayanannya,,terutama dark mode👍",5,0,3.64.3,2023-09-07 03:59:48,,,3.64.3
a5c7ae84-02f9-4fd7-9376-d98957ad8504,Alvio Arsyavano Zharfan,https://play-lh.googleusercontent.com/a-/ALV-UjVPG8Z3QTKLb97sQxf81obD7aJmLLIQg7B4ZvoXpPffLPA,"Jangan ragu jangan bimbang, ini apss pendaftarannya simple mudah dan ga ribet, untuk pengguna baru jika mau mendapat banyak keuntungan ataupun rewards bisa menggunakan kode: arsyavano and well selamat bergabung 😊",5,1,3.62.1,2023-08-05 01:03:12,,,3.62.1
11acdc6e-c323-47ca-a6ef-bb66acca82c5,Om BOB Toto,https://play-lh.googleusercontent.com/a-/ALV-UjV_RLQ_ihX8EBSELhKRR2ag7qjiqfpjaQV8a1Xr0dBj0xY,aplikasi ngebantu buat nabung secara rutin biar ga boros mantap joss,5,0,3.64.3,2023-09-05 18:49:24,,,3.64.3
7662097a-54da-48b0-a976-882745a2902c,Affan Fadilah,https://play-lh.googleusercontent.com/a/ACg8ocJzFlRP5NRfIAQH5pS77txLDD3JIlw8C-Xs0D186u54=mo,"Aplikasi bagus tapi sangat ga cocok Investasi untuk dana darurat karena waktu pencairan nya Lama Banget, 1 hari ga mungkin bisa cair padahal hari kerja. Ngapain aja?",1,32,3.60.1,2023-07-21 12:53:01,"Hai kak, untuk dana darurat bisa pilih produk yang bisa pencairan instan kak. Untuk penjualan reguler sesuai ketentuan OJK maks 3 hari kerja utk RD Pasar Uang dan maks 7 hari kerja utk RD Saham & Obligasi. Info lebih lanjut hubungi live chat Bibit/WA +622150864230, tim support kami pasti akan membantu. Trims",2023-07-23 14:57:47,3.60.1
d32def73-f77c-4e56-8e6a-81b5eae62b76,Lukman,https://play-lh.googleusercontent.com/a-/ALV-UjVOtXNqyKNmXVE5aUjnhxR-Lput45rpFnTtuKILwbxZFtk,Selama pemakaian sih oke . Dan saran dari saya pribadi sih . Tambahin pembelian emas biar satu apk jadi banyak macam investasi nya . Selebih nya oke,5,1,3.63.2,2023-08-24 02:40:07,,,3.63.2
c5f9eb93-442c-4e0a-9511-b27d20e4f61d,Raja Pacheg,https://play-lh.googleusercontent.com/a-/ALV-UjWCYFJImrX9MVgCzvNc0lRfB0Br5R6DA83m68aylErf5w,"Baru download, belum tau caranya dan aturan main di Aplikasi Bibit,, Perlu buka2 YouTube dulu cari tutorial biar bisa 👍😊",5,0,3.64.1,2023-08-29 04:40:11,,,3.64.1
e8ec017a-2223-4b61-a1f5-9109db13bd43,Farras Arkan Wardana,https://play-lh.googleusercontent.com/a-/ALV-UjVC0cyIjOymBBRa6rECotTJkoMevp8vIG38UC-KfJO09zA,"Ini gimana ya untuk pencairan dana dari reksa dana, sudah hampir 20 hari belum cair cair, padahal tertulis di aplikasi maksimal dana cair 7 hari bursa, gimana si",2,0,3.64.1,2023-08-28 08:55:05,"Hai kak, jika dana penjualan kakak belum diterima dan sudah melebihi batas waktu 7 hari kerja dari tanggal status ""order jual berhasil"", harap langsung hubungi layanan live chat Bibit atau WA +622150864230 agar tim support kami segera membantu untuk konfirmasi ke Bank Kustodian. Terima kasih",2023-08-28 09:57:31,3.64.1
c369e747-88cf-41bd-9299-0cdd3c82e7d5,Muhammad Agus Prasetya,https://play-lh.googleusercontent.com/a-/ALV-UjVU3Xtd_ZspegWmBA8tg_VVEtwpjQ80cHHaLoedKhdAPhk,"Alhamdulillah, sobat jangan lupa tambahkan referall, (mindset) untuk mendapatkan bonus tambahan senilai 25.000 mindset is doa, yakin kalau kita akan sukses dimasa depan. never give up, kunci sukses investasi jangka panjang. Menabung tidak akan berkembang karena lama kelamaan akan tergerus inflasi. 🙏",5,44,3.62.1,2023-07-26 11:49:32,,,3.62.1
bd6308e0-fec0-4b01-93b1-c923453e58aa,anise sitta nuraini,https://play-lh.googleusercontent.com/a-/ALV-UjWOytXpD4hZIFwLivXSFzEcu6s1-YQL6nqqtenRia7aabs,"Nggak tau kenapa setiap habis update pasti gak bisa dibuka, harus uninstall dulu donlot lagi 😑 udah 3 kali update terakhir begitu mulu",4,1,3.60.0,2023-07-08 02:21:28,,,3.60.0
a1a45991-04c9-4506-844d-2549dcecb54f,Raymond Sijabat,https://play-lh.googleusercontent.com/a-/ALV-UjW_qlEi3KxVguZNE21db7_9Y7q1lnHDqrCW-DuHfABwQ0Q,"ga rekomen sama sekali,proses nya lama awal di keterangan app 3 hari, tiba komplain ke CS jadi 7 hari gajelas, poor service 👎",1,4,3.62.0,2023-07-21 03:50:34,"Hai kak, dana penjualan dikirim Bank Kustodian ke rekening terdaftar di Bibit sesuai ketentuan OJK maks 3 hari kerja utk RD Pasar Uang dan maks 7 hari kerja utk RD Saham & Obligasi. Pastikan rekening aktif dan cek mutasi rekening di waktu tsb. Info lebih lanjut hubungi live chat Bibit/WA +622150864230, tim support kami pasti akan membantu. Trims
",2023-07-21 05:08:31,3.62.0
334c5018-c2ce-4c38-a122-0fcf207b8ba6,Noviana Damayanti,https://play-lh.googleusercontent.com/a-/ALV-UjX52YH7HiB0WvzdlRJWJXjQeVqFRxqDwO1vMtfP7dP1pZo,"aplikasinya mudah untuk pemula, tapi proses penjualannya lama untuk masuk rekening jika dibandingkan dgn yg apk ijo ""B"" sebelah",3,2,3.62.0,2023-07-26 23:04:01,,,3.62.0
2b408c1e-850d-49a3-8f4c-38e536477814,Aulia Nissa,https://play-lh.googleusercontent.com/a/ACg8ocLZWrU4awf0dRt2_SM-zcbE4S3HNRHopKe-tTE88jBD=mo,Kak pas mau di hubungin ke bg jago pas sesi tanda tangan susah bener masa iyah harus 100% sama kaya ktp padahal udh semirip mungkin di sama in tapi tetep aja gagal,4,0,3.63.1,2023-08-03 18:35:46,,,3.63.1
643f8fa9-fe1c-4612-bf6d-66bc310c022c,Hafiz Y. Aprilian,https://play-lh.googleusercontent.com/a-/ALV-UjXc1uUpt7dqHKbjHQC69eYAlRHnsNX-EkDIBjjpC_Wzphs,"Versi terakhir tanggal 27 Juli 2023, biometrik jadi tidak bisa, harus selalu ketik pin, padahal sebelumnya bisa cukup dengan fingerprint",4,1,3.62.1,2023-07-27 15:33:58,,,3.62.1
27f9a8ed-22d0-43db-9cc3-ee950bc1325b,Haidar Ali,https://play-lh.googleusercontent.com/a-/ALV-UjVvO-AtDIHvn59MCKXYUI0gJxVdInBlEhZXscAG3xy5q4Q,"Kemarin saya jual pasar uang 500k kok uangnya belum masuk²?....udah 3 Minggu ini,saya tenang karena katanya terjamin keamanannya,tapi kok ga masuk² gini Dan juga kenapa tidak ada history,kita jual beli apa,seberapa banyak,kapan. Dan juga tidak ada notif sudah masuk atau belum,gmn sih, payah",3,1,3.60.0,2023-07-04 06:38:35,"Hai kak, jika dana penjualan kakak belum diterima dan sudah melebihi batas waktu maksimal 7 hari kerja dari tanggal status ""order jual berhasil"" harap langsung hubungi tim Support Bibit melalui layanan live chat di aplikasi Bibit atau WA +622150864230 agar dapat segera dibantu untuk konfirmasi ke Bank Kustodian. Terima kasih",2023-07-10 10:34:17,3.60.0
1232b762-cf06-4942-8ffa-91459712a112,Nofi Salsa,https://play-lh.googleusercontent.com/a/ACg8ocLeupq2IdpbspE00DoX6_PGQqq_8wgue5naG292K5bX=mo,"Maaf sebelum nya saya mau ganti aku bank untuk penjualan tpi ko gk ada notif dri emailnya,, udh di coba bbrpa kli tto gk bisa dan gk ada notif verifikasi dri gmail nya",5,0,3.60.0,2023-07-11 03:56:58,,,3.60.0
aa8430a4-21c4-4405-98b4-da7707d93bc5,Kros Bio,https://play-lh.googleusercontent.com/a-/ALV-UjW85pDw29uUBzgsehD6uxx6HSk6wk-TehGcmnvOQqj6,"Terlalu lambat, untuk penarikanya. Bayangkan ketika orang lagi mepet butuhnya. Masa harus nunggu berhari². Nyesel banget, Saran aja untuk yg lainnya bisa inves di aplikasi lain.",1,1,3.63.2,2023-08-21 17:14:28,"Hai kak, dana penjualan dikirim Bank Kustodian ke rekening terdaftar di Bibit sesuai ketentuan OJK maks 3 hari kerja utk RD Pasar Uang dan maks 7 hari kerja utk RD Saham & Obligasi. Pastikan rekening aktif dan cek mutasi rekening di waktu tsb. Info lebih lanjut hubungi live chat Bibit/WA +622150864230, tim support kami pasti akan membantu. Trims",2023-08-22 02:02:20,3.63.2
e680eb01-fe53-4b7e-9908-713a1a97bdc8,Feny Adisti,https://play-lh.googleusercontent.com/a-/ALV-UjWC-rkpmifN6dfNcIljwQxVopeY0Qr2Z1UdcEx4Sn3-Woc,"Kuy add kode referal aku (Feyads) biar dapat tambahan duit, kan lumayan kamu gabung udah dapat lagi tambahannya. Kapan lagi bisa begini bisa di pake untuk beli dibibit. Kuy kuy kuy Cobain ya",5,1,3.64.2,2023-09-03 16:03:06,,,3.64.2
6e5d985b-d435-4bf2-8475-f2cc1e8e3876,Dani Agus Irawan,https://play-lh.googleusercontent.com/a-/ALV-UjUyehOtiKHbZrd_wdLm0kJYw_aWCcN6X7OQsb9PeggFG8E,"Pak notif bibit di hp vivo z1 pro nggak bisa dilihat. Cuma ada tulisan ""notifikasi baru"" tapi nggak ada keterangan dibawahnya seperti app yg lain. Update : Terima kasih sudah diperbaiki.",5,40,3.58.3,2023-07-02 10:31:00,,,3.58.3
cece838f-a929-4400-a823-5b88886a5d59,Rus Sj,https://play-lh.googleusercontent.com/a-/ALV-UjUYzBYHXFX5s984uQvhxEdvUTsuWmB7hjZNpjljgVctPw0,"Aplikasinya tidak bisa di buka di Xiaomi MI 10Tpro katanya udah di root padahal belum pernah root atau utakatik hp dari baru, update nya juga gak bisa buka..gimana nih bibit..? rugi investasi gak bisa mantau..",2,28,3.59.1,2023-06-16 05:07:09,"Hai kak, mohon maaf atas ketidaknyamanannya ya kak. Perangkat yang kakak gunakan dalam kondisi Root/Jailbreak, sehingga tidak bisa digunakan untuk mengakses Bibit dengan alasan keamanan. Informasi lebih detail mengenai kendala ini, kakak bisa langsung menghubungi tim support kami yg siap membantu selama 24 jam melalui live chat/WA +622150864230",2023-06-16 06:13:53,3.59.1
2a0e2f94-dd24-4176-a1f4-3358a2ff066a,Anggita Putri Yuniarty / Manajemen,https://play-lh.googleusercontent.com/a/ACg8ocLIhYqzwk29RG1rkV2rSl_8ucK15Km1IyYTJNVCoLlVvw=mo,"sangat membantu saya yang masih pemula, dan ingin belajar investasi, fiturnya juga sangat lengkap dan mudah dipahami. semoga bibit bisa terus berkembang lagi",5,36,3.59.1,2023-07-04 13:26:10,,,3.59.1
26efefb4-c96e-465b-8d34-bec3608b2476,Slamet Riyadi,https://play-lh.googleusercontent.com/a-/ALV-UjUoTR2_oR8bHymMe_9Hb5A4eWOapq-LuMQqflZhPpgVtA,Pakai referral kayaraya25ribu buat dapatin saldo gratisan. Catat ya saat mau daftar.,5,0,3.64.3,2023-09-05 08:51:34,,,3.64.3
313528eb-4d61-47da-aa9b-a46ba016f41d,Hendra Hasugian,https://play-lh.googleusercontent.com/a/ACg8ocJE1Uly8_1YIm5BvB1PXejOKIWCq4q1IFrzXIY5qFU9=mo,"Aplikasi investasi di bibit sangat paling manfaat untuk bagi pemula, dan saya suka di aplikasi bibit, bila kita kurang tau bangaimana caranya, langsung di respon, dgn cepat dan baik. Dan sangat menguntungkan ,bagi semua orang terimakasih.",5,39,3.59.1,2023-06-12 11:51:50,,,3.59.1
774000f5-85d2-4e05-ab54-6b1f72f2f852,TIFON STUDIO,https://play-lh.googleusercontent.com/a-/ALV-UjVb_TUrCxbRAhM8c6i_wmzoHGVe_JJO2maWIYSUHAGV2xU,"Keren aplikasinya, untuk yg mau dapet cashback 25rb masukkan kode referral INCOM3 ya saat daftar.",5,0,3.64.1,2023-09-01 14:40:29,,,3.64.1
fdebe4a8-063e-4e88-a42b-303c0075f85e,Ravy Pratama,https://play-lh.googleusercontent.com/a-/ALV-UjWkZXLcWfQOt6L4nXBa_OoY7korPXF0zyg1OKT_NX_rEg,"tolong yaa bibit ini saya baru mau upgrade ke bibit plus belum apa"" kok sudah di suruh masukin password stockbit itu gimana yaa",1,0,3.63.2,2023-08-21 02:36:54,"Hai kak Ravy, mohon maaf atas ketidaknyamanannya ya. Kami bantu kendalanya melalui live chat aplikasi Bibit ya kak. Silakan di cek aplikasi Bibit nya ya kak kami akan menghubungi kakak. Terima kasih",2023-08-21 07:15:29,3.63.2
